"nation","rural_urban_class","Population","Gender.Code","Race","Hispanic.Origin","Education","Year","min_age","max_age","source2"
"us","666",1162387.33654287,"A","Asian or Pacific Islander","All Origins",666,1999,25,29,"Census"
"us","3",5251.41948248215,"A","Asian or Pacific Islander","All Origins",666,1999,25,29,"Census"
"us","2",2151.38275365089,"A","Asian or Pacific Islander","All Origins",666,1999,25,29,"Census"
"us","1",2509.92510155763,"A","Asian or Pacific Islander","All Origins",666,1999,25,29,"Census"
"us","666",1131872.46054222,"A","Asian or Pacific Islander","All Origins",666,1999,30,34,"Census"
"us","3",4353.87811783829,"A","Asian or Pacific Islander","All Origins",666,1999,30,34,"Census"
"us","2",2301.91386804529,"A","Asian or Pacific Islander","All Origins",666,1999,30,34,"Census"
"us","1",2498.41723256139,"A","Asian or Pacific Islander","All Origins",666,1999,30,34,"Census"
"us","666",1094085.98984977,"A","Asian or Pacific Islander","All Origins",666,1999,35,39,"Census"
"us","3",3344.62951782812,"A","Asian or Pacific Islander","All Origins",666,1999,35,39,"Census"
"us","2",2203.89727027515,"A","Asian or Pacific Islander","All Origins",666,1999,35,39,"Census"
"us","1",2435.09951649096,"A","Asian or Pacific Islander","All Origins",666,1999,35,39,"Census"
"us","666",1019414.87511628,"A","Asian or Pacific Islander","All Origins",666,1999,40,44,"Census"
"us","3",2656.57601332623,"A","Asian or Pacific Islander","All Origins",666,1999,40,44,"Census"
"us","2",2190.64081731571,"A","Asian or Pacific Islander","All Origins",666,1999,40,44,"Census"
"us","1",2269.2390169365,"A","Asian or Pacific Islander","All Origins",666,1999,40,44,"Census"
"us","666",893435.089189818,"A","Asian or Pacific Islander","All Origins",666,1999,45,49,"Census"
"us","3",2297.71859293698,"A","Asian or Pacific Islander","All Origins",666,1999,45,49,"Census"
"us","2",1795.28896485512,"A","Asian or Pacific Islander","All Origins",666,1999,45,49,"Census"
"us","1",2034.6447175923,"A","Asian or Pacific Islander","All Origins",666,1999,45,49,"Census"
"us","666",742707.129042318,"A","Asian or Pacific Islander","All Origins",666,1999,50,54,"Census"
"us","3",1942.90595303142,"A","Asian or Pacific Islander","All Origins",666,1999,50,54,"Census"
