Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
2009,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,19904.5987588497,13739.2284636434,28047.1984843802,nvss,GBD
2009,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,19334.1568863095,13188.6250584144,27484.0377990023,nvss,GBD
2009,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,C,13426.6586036801,7522.13564842856,21648.8175503478,nvss,GBD
2009,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,12.0292231793104,8.24875231996449,16.9639019902375,nvss,GBD
2009,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,11.6840256876281,7.91539748572071,16.62980163973,nvss,GBD
2009,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,C,8.11323271790394,4.53212842910312,13.044573915474,nvss,GBD
2009,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,18.6667550824252,12.8848019424803,26.3029760709603,nvss,GBD
2009,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,18.1317883216039,12.3684399179311,25.7748376888025,nvss,GBD
2009,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,C,12.5916704358986,7.05434284544754,20.3025029508208,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,437311.314773814,300438.6766429,619585.180971272,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,424940.454733046,288194.550024553,607162.195493264,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,C,296051.087433256,164336.146576202,477128.213337489,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,260.915642397918,179.560186010203,368.574954034201,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,253.518164973386,172.25691087576,361.263528109634,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,C,176.586588679145,97.9221142536043,284.31770518128,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,410.115436465492,281.754747338853,581.05390447766,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,398.513905716859,270.272068609583,569.403489911659,nvss,GBD
2009,All,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,C,277.640017161622,154.116274158182,447.456168757291,nvss,GBD
2009,All,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,9477.79530129829,5953.95319790433,14331.2843381167,nvss,GBD
