Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
2014,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,17080.3022143688,11245.0141069913,24939.8477261384,nvss,GBD
2014,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,16671.9603195251,10845.0825826568,24538.8572089601,nvss,GBD
2014,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,C,12666.0541441883,6993.92651069823,20541.9896836553,nvss,GBD
2014,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,11.4098067294572,7.47975609603918,16.6919132547754,nvss,GBD
2014,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,11.136700009024,7.21724788239041,16.407358530714,nvss,GBD
2014,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,C,8.46100393532938,4.66423869623669,13.7429447854054,nvss,GBD
2014,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,18.3995321068511,12.1135443335143,26.8661246866597,nvss,GBD
2014,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,17.9596511427761,11.6827233310415,26.4341628980001,nvss,GBD
2014,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,C,13.6443411227849,7.53411583539155,22.1285896455075,nvss,GBD
2014,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,373116.257264742,242480.614272653,547143.997871112,nvss,GBD
2014,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,364317.620110578,233843.555633902,538316.916969544,nvss,GBD
2014,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,C,277463.538295254,151189.355350264,450712.852182802,nvss,GBD
2014,All,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,245.292864953235,160.51931767679,358.988790828318,nvss,GBD
2014,All,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,239.494179835994,154.807696150201,353.15302463514,nvss,GBD
