Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
2012,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,18081.6729660725,12245.0683302577,25929.3467040415,nvss,GBD
2012,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,17641.2616562939,11815.7229529005,25500.15160319,nvss,GBD
2012,All,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,C,12874.7166428288,7214.16934358684,20708.6851264638,nvss,GBD
2012,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,12.6738446112075,8.50313043866417,18.2088041478944,nvss,GBD
2012,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,12.3649040728697,8.20653553664359,17.9101668951109,nvss,GBD
2012,All,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,C,9.02365039087292,5.04234646348331,14.5084843262054,nvss,GBD
2012,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,20.0251271783285,13.5611926551724,28.7162845149161,nvss,GBD
2012,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,19.5373795840855,13.0857003818005,28.2409586700678,nvss,GBD
2012,All,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,C,14.2585168220521,7.98956262854609,22.9344958362817,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,394693.625414736,264311.569439411,568891.741921946,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,385226.193870635,254981.755899909,559388.117206584,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,C,282057.633692704,156378.130128446,455109.334411968,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,271.78394620569,183.045334647102,390.241500746548,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,265.25007661912,176.506966628766,383.759219442776,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,C,194.186568475663,107.816092278804,312.726101329564,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,437.116082136641,292.720303185389,630.037359046554,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,426.631072199868,282.387702710357,619.51226582441,nvss,GBD
2012,All,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,C,312.373749758268,173.185962914333,504.025391828755,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,9185.81156103791,5609.21894802778,14140.325918539,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,B,9176.42431918473,5600.11998949047,14131.2475874498,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,C,7487.18818007233,3969.31242577287,12464.1243715112,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,A,10.4049494879543,6.33179461544855,16.0788440028372,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,B,10.3943769712993,6.32170663840548,16.0685138105436,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,C,8.48107020324101,4.50355001461858,14.1820206357203,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,A,18.1128199061291,11.0604024418061,27.8822589680391,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,B,18.0943099007831,11.0424608809299,27.8643580808965,nvss,GBD
2012,All,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,C,14.7634305589462,7.82679250945365,24.5770815707074,nvss,GBD
2012,All,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,A,203838.51964695,123947.47383707,313936.127595078,nvss,GBD
2012,All,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,B,203624.41616236,123736.836526996,313720.591253116,nvss,GBD
2012,All,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,C,166562.002229007,87771.0494121063,276921.580096869,nvss,GBD
2012,All,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,A,232.097646285131,141.303950947074,357.467400806884,nvss,GBD
