"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Alabama"	"01"	"White"	"2106-3"	2371
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Alaska"	"02"	"White"	"2106-3"	504
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Arizona"	"04"	"White"	"2106-3"	33383
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Arkansas"	"05"	"White"	"2106-3"	2694
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"California"	"06"	"White"	"2106-3"	248720
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Colorado"	"08"	"White"	"2106-3"	18777
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Connecticut"	"09"	"White"	"2106-3"	6221
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Delaware"	"10"	"White"	"2106-3"	988
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"District of Columbia"	"11"	"White"	"2106-3"	845
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Florida"	"12"	"White"	"2106-3"	42272
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Georgia"	"13"	"White"	"2106-3"	15097
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Hawaii"	"15"	"White"	"2106-3"	879
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Idaho"	"16"	"White"	"2106-3"	2870
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Illinois"	"17"	"White"	"2106-3"	39426
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Indiana"	"18"	"White"	"2106-3"	6388
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Iowa"	"19"	"White"	"2106-3"	2509
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Kansas"	"20"	"White"	"2106-3"	5114
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Kentucky"	"21"	"White"	"2106-3"	1760
	"< 1 year"	"0"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Louisiana"	"22"	"White"	"2106-3"	1857
