"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"2011"	"2011"	"Alabama"	"01"	"Black or African American"	"2054-5"	18132
	"< 1 year"	"0"	"2011"	"2011"	"Alaska"	"02"	"Black or African American"	"2054-5"	670
	"< 1 year"	"0"	"2011"	"2011"	"Arizona"	"04"	"Black or African American"	"2054-5"	4866
	"< 1 year"	"0"	"2011"	"2011"	"Arkansas"	"05"	"Black or African American"	"2054-5"	7651
	"< 1 year"	"0"	"2011"	"2011"	"California"	"06"	"Black or African American"	"2054-5"	32395
	"< 1 year"	"0"	"2011"	"2011"	"Colorado"	"08"	"Black or African American"	"2054-5"	3663
	"< 1 year"	"0"	"2011"	"2011"	"Connecticut"	"09"	"Black or African American"	"2054-5"	4985
	"< 1 year"	"0"	"2011"	"2011"	"Delaware"	"10"	"Black or African American"	"2054-5"	3125
	"< 1 year"	"0"	"2011"	"2011"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	4623
	"< 1 year"	"0"	"2011"	"2011"	"Florida"	"12"	"Black or African American"	"2054-5"	49060
	"< 1 year"	"0"	"2011"	"2011"	"Georgia"	"13"	"Black or African American"	"2054-5"	45405
	"< 1 year"	"0"	"2011"	"2011"	"Hawaii"	"15"	"Black or African American"	"2054-5"	690
	"< 1 year"	"0"	"2011"	"2011"	"Idaho"	"16"	"Black or African American"	"2054-5"	337
	"< 1 year"	"0"	"2011"	"2011"	"Illinois"	"17"	"Black or African American"	"2054-5"	27128
	"< 1 year"	"0"	"2011"	"2011"	"Indiana"	"18"	"Black or African American"	"2054-5"	11023
	"< 1 year"	"0"	"2011"	"2011"	"Iowa"	"19"	"Black or African American"	"2054-5"	2501
	"< 1 year"	"0"	"2011"	"2011"	"Kansas"	"20"	"Black or African American"	"2054-5"	3547
	"< 1 year"	"0"	"2011"	"2011"	"Kentucky"	"21"	"Black or African American"	"2054-5"	6154
	"< 1 year"	"0"	"2011"	"2011"	"Louisiana"	"22"	"Black or African American"	"2054-5"	23688
	"< 1 year"	"0"	"2011"	"2011"	"Maine"	"23"	"Black or African American"	"2054-5"	509
	"< 1 year"	"0"	"2011"	"2011"	"Maryland"	"24"	"Black or African American"	"2054-5"	24029
