"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Alabama"	"01"	"White"	"2106-3"	1032
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Alaska"	"02"	"White"	"2106-3"	433
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Arizona"	"04"	"White"	"2106-3"	26577
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Arkansas"	"05"	"White"	"2106-3"	1322
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"California"	"06"	"White"	"2106-3"	218281
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Colorado"	"08"	"White"	"2106-3"	13740
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Connecticut"	"09"	"White"	"2106-3"	5542
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Delaware"	"10"	"White"	"2106-3"	629
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"District of Columbia"	"11"	"White"	"2106-3"	650
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Florida"	"12"	"White"	"2106-3"	32675
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Georgia"	"13"	"White"	"2106-3"	6129
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Hawaii"	"15"	"White"	"2106-3"	898
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Idaho"	"16"	"White"	"2106-3"	2486
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Illinois"	"17"	"White"	"2106-3"	31858
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Indiana"	"18"	"White"	"2106-3"	3948
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Iowa"	"19"	"White"	"2106-3"	1425
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Kansas"	"20"	"White"	"2106-3"	4042
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Kentucky"	"21"	"White"	"2106-3"	862
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Louisiana"	"22"	"White"	"2106-3"	1456
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Maine"	"23"	"White"	"2106-3"	156
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Maryland"	"24"	"White"	"2106-3"	3432
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Massachusetts"	"25"	"White"	"2106-3"	7086
	"< 1 year"	"0"	"1997"	"1997"	"Hispanic or Latino"	"2135-2"	"Michigan"	"26"	"White"	"2106-3"	6527
