"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Alabama"	"01"	"White"	"2106-3"	2161
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Alaska"	"02"	"White"	"2106-3"	342
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Arizona"	"04"	"White"	"2106-3"	17309
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Arkansas"	"05"	"White"	"2106-3"	2169
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"California"	"06"	"White"	"2106-3"	120369
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Colorado"	"08"	"White"	"2106-3"	9040
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Connecticut"	"09"	"White"	"2106-3"	4126
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Delaware"	"10"	"White"	"2106-3"	769
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"District of Columbia"	"11"	"White"	"2106-3"	495
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Florida"	"12"	"White"	"2106-3"	31478
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Georgia"	"13"	"White"	"2106-3"	8186
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Hawaii"	"15"	"White"	"2106-3"	754
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Idaho"	"16"	"White"	"2106-3"	1871
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Illinois"	"17"	"White"	"2106-3"	17505
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Indiana"	"18"	"White"	"2106-3"	4053
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Iowa"	"19"	"White"	"2106-3"	1707
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Kansas"	"20"	"White"	"2106-3"	3262
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Kentucky"	"21"	"White"	"2106-3"	1549
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Louisiana"	"22"	"White"	"2106-3"	1889
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Maine"	"23"	"White"	"2106-3"	112
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Maryland"	"24"	"White"	"2106-3"	5333
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Massachusetts"	"25"	"White"	"2106-3"	5743
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Michigan"	"26"	"White"	"2106-3"	4058
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Minnesota"	"27"	"White"	"2106-3"	2462
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Mississippi"	"28"	"White"	"2106-3"	665
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Missouri"	"29"	"White"	"2106-3"	2271
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Montana"	"30"	"White"	"2106-3"	255
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Nebraska"	"31"	"White"	"2106-3"	1966
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Nevada"	"32"	"White"	"2106-3"	6507
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"New Hampshire"	"33"	"White"	"2106-3"	326
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"New Jersey"	"34"	"White"	"2106-3"	12448
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"New Mexico"	"35"	"White"	"2106-3"	6664
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"New York"	"36"	"White"	"2106-3"	23544
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"North Carolina"	"37"	"White"	"2106-3"	7684
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"North Dakota"	"38"	"White"	"2106-3"	250
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Ohio"	"39"	"White"	"2106-3"	3594
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Oklahoma"	"40"	"White"	"2106-3"	3649
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Oregon"	"41"	"White"	"2106-3"	4579
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Pennsylvania"	"42"	"White"	"2106-3"	6212
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Rhode Island"	"44"	"White"	"2106-3"	1150
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"South Carolina"	"45"	"White"	"2106-3"	2244
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"South Dakota"	"46"	"White"	"2106-3"	272
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Tennessee"	"47"	"White"	"2106-3"	3296
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Texas"	"48"	"White"	"2106-3"	95927
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Utah"	"49"	"White"	"2106-3"	4061
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Vermont"	"50"	"White"	"2106-3"	80
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Virginia"	"51"	"White"	"2106-3"	6533
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Washington"	"53"	"White"	"2106-3"	7930
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"West Virginia"	"54"	"White"	"2106-3"	225
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Wisconsin"	"55"	"White"	"2106-3"	3349
	"< 1 year"	"0"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Wyoming"	"56"	"White"	"2106-3"	504
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Alabama"	"01"	"White"	"2106-3"	17715
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Alaska"	"02"	"White"	"2106-3"	3266
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Arizona"	"04"	"White"	"2106-3"	18223
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Arkansas"	"05"	"White"	"2106-3"	12540
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"California"	"06"	"White"	"2106-3"	75049
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Colorado"	"08"	"White"	"2106-3"	19838
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Connecticut"	"09"	"White"	"2106-3"	10487
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Delaware"	"10"	"White"	"2106-3"	2850
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"District of Columbia"	"11"	"White"	"2106-3"	1360
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Florida"	"12"	"White"	"2106-3"	49761
	"< 1 year"	"0"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Georgia"	"13"	"White"	"2106-3"	30490
