"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"2015"	"2015"	"Alabama"	"01"	"Black or African American"	"2054-5"	18961
	"< 1 year"	"0"	"2015"	"2015"	"Alaska"	"02"	"Black or African American"	"2054-5"	649
	"< 1 year"	"0"	"2015"	"2015"	"Arizona"	"04"	"Black or African American"	"2054-5"	5333
	"< 1 year"	"0"	"2015"	"2015"	"Arkansas"	"05"	"Black or African American"	"2054-5"	7767
	"< 1 year"	"0"	"2015"	"2015"	"California"	"06"	"Black or African American"	"2054-5"	31122
	"< 1 year"	"0"	"2015"	"2015"	"Colorado"	"08"	"Black or African American"	"2054-5"	3846
	"< 1 year"	"0"	"2015"	"2015"	"Connecticut"	"09"	"Black or African American"	"2054-5"	4857
	"< 1 year"	"0"	"2015"	"2015"	"Delaware"	"10"	"Black or African American"	"2054-5"	2885
	"< 1 year"	"0"	"2015"	"2015"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	3983
	"< 1 year"	"0"	"2015"	"2015"	"Florida"	"12"	"Black or African American"	"2054-5"	47935
	"< 1 year"	"0"	"2015"	"2015"	"Georgia"	"13"	"Black or African American"	"2054-5"	46828
	"< 1 year"	"0"	"2015"	"2015"	"Hawaii"	"15"	"Black or African American"	"2054-5"	701
	"< 1 year"	"0"	"2015"	"2015"	"Idaho"	"16"	"Black or African American"	"2054-5"	368
	"< 1 year"	"0"	"2015"	"2015"	"Illinois"	"17"	"Black or African American"	"2054-5"	26439
	"< 1 year"	"0"	"2015"	"2015"	"Indiana"	"18"	"Black or African American"	"2054-5"	11247
	"< 1 year"	"0"	"2015"	"2015"	"Iowa"	"19"	"Black or African American"	"2054-5"	2834
	"< 1 year"	"0"	"2015"	"2015"	"Kansas"	"20"	"Black or African American"	"2054-5"	3513
	"< 1 year"	"0"	"2015"	"2015"	"Kentucky"	"21"	"Black or African American"	"2054-5"	6237
	"< 1 year"	"0"	"2015"	"2015"	"Louisiana"	"22"	"Black or African American"	"2054-5"	23756
	"< 1 year"	"0"	"2015"	"2015"	"Maine"	"23"	"Black or African American"	"2054-5"	492
	"< 1 year"	"0"	"2015"	"2015"	"Maryland"	"24"	"Black or African American"	"2054-5"	23970
	"< 1 year"	"0"	"2015"	"2015"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	7029
	"< 1 year"	"0"	"2015"	"2015"	"Michigan"	"26"	"Black or African American"	"2054-5"	22010
	"< 1 year"	"0"	"2015"	"2015"	"Minnesota"	"27"	"Black or African American"	"2054-5"	7371
	"< 1 year"	"0"	"2015"	"2015"	"Mississippi"	"28"	"Black or African American"	"2054-5"	16774
	"< 1 year"	"0"	"2015"	"2015"	"Missouri"	"29"	"Black or African American"	"2054-5"	12122
	"< 1 year"	"0"	"2015"	"2015"	"Montana"	"30"	"Black or African American"	"2054-5"	213
	"< 1 year"	"0"	"2015"	"2015"	"Nebraska"	"31"	"Black or African American"	"2054-5"	1988
	"< 1 year"	"0"	"2015"	"2015"	"Nevada"	"32"	"Black or African American"	"2054-5"	4554
	"< 1 year"	"0"	"2015"	"2015"	"New Hampshire"	"33"	"Black or African American"	"2054-5"	293
	"< 1 year"	"0"	"2015"	"2015"	"New Jersey"	"34"	"Black or African American"	"2054-5"	15110
	"< 1 year"	"0"	"2015"	"2015"	"New Mexico"	"35"	"Black or African American"	"2054-5"	657
	"< 1 year"	"0"	"2015"	"2015"	"New York"	"36"	"Black or African American"	"2054-5"	39862
	"< 1 year"	"0"	"2015"	"2015"	"North Carolina"	"37"	"Black or African American"	"2054-5"	30077
	"< 1 year"	"0"	"2015"	"2015"	"North Dakota"	"38"	"Black or African American"	"2054-5"	598
