"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Alabama"	"01"	"White"	"2106-3"	4346
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Alaska"	"02"	"White"	"2106-3"	713
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Arizona"	"04"	"White"	"2106-3"	33468
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Arkansas"	"05"	"White"	"2106-3"	4266
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"California"	"06"	"White"	"2106-3"	237936
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Colorado"	"08"	"White"	"2106-3"	17795
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Connecticut"	"09"	"White"	"2106-3"	8130
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Delaware"	"10"	"White"	"2106-3"	1374
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"District of Columbia"	"11"	"White"	"2106-3"	960
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Florida"	"12"	"White"	"2106-3"	57976
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Georgia"	"13"	"White"	"2106-3"	16113
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Hawaii"	"15"	"White"	"2106-3"	1512
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Idaho"	"16"	"White"	"2106-3"	3588
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Illinois"	"17"	"White"	"2106-3"	35319
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Indiana"	"18"	"White"	"2106-3"	7760
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Iowa"	"19"	"White"	"2106-3"	3461
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Kansas"	"20"	"White"	"2106-3"	6539
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Kentucky"	"21"	"White"	"2106-3"	2997
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Louisiana"	"22"	"White"	"2106-3"	3408
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Maine"	"23"	"White"	"2106-3"	327
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Maryland"	"24"	"White"	"2106-3"	9297
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Massachusetts"	"25"	"White"	"2106-3"	11266
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Michigan"	"26"	"White"	"2106-3"	7874
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Minnesota"	"27"	"White"	"2106-3"	4874
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Mississippi"	"28"	"White"	"2106-3"	1423
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Missouri"	"29"	"White"	"2106-3"	4356
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Montana"	"30"	"White"	"2106-3"	499
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Nebraska"	"31"	"White"	"2106-3"	3777
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Nevada"	"32"	"White"	"2106-3"	12620
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"New Hampshire"	"33"	"White"	"2106-3"	635
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"New Jersey"	"34"	"White"	"2106-3"	25012
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"New Mexico"	"35"	"White"	"2106-3"	13410
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"New York"	"36"	"White"	"2106-3"	46877
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"North Carolina"	"37"	"White"	"2106-3"	14965
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"North Dakota"	"38"	"White"	"2106-3"	403
	"< 1 year"	"0"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Ohio"	"39"	"White"	"2106-3"	6883
