"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Alabama"	"01"	"White"	"2106-3"	2541
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Alaska"	"02"	"White"	"2106-3"	289
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Arizona"	"04"	"White"	"2106-3"	17318
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Arkansas"	"05"	"White"	"2106-3"	2272
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"California"	"06"	"White"	"2106-3"	122727
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Colorado"	"08"	"White"	"2106-3"	10035
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Connecticut"	"09"	"White"	"2106-3"	3885
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Delaware"	"10"	"White"	"2106-3"	752
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"District of Columbia"	"11"	"White"	"2106-3"	462
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Florida"	"12"	"White"	"2106-3"	27754
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Georgia"	"13"	"White"	"2106-3"	9439
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Hawaii"	"15"	"White"	"2106-3"	625
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Idaho"	"16"	"White"	"2106-3"	2067
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Illinois"	"17"	"White"	"2106-3"	19550
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Indiana"	"18"	"White"	"2106-3"	4621
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Iowa"	"19"	"White"	"2106-3"	1981
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Kansas"	"20"	"White"	"2106-3"	3743
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Kentucky"	"21"	"White"	"2106-3"	1646
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Louisiana"	"22"	"White"	"2106-3"	2248
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Maine"	"23"	"White"	"2106-3"	190
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Maryland"	"24"	"White"	"2106-3"	4657
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Massachusetts"	"25"	"White"	"2106-3"	5069
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Michigan"	"26"	"White"	"2106-3"	4581
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Minnesota"	"27"	"White"	"2106-3"	2788
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Mississippi"	"28"	"White"	"2106-3"	1025
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Missouri"	"29"	"White"	"2106-3"	2470
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Montana"	"30"	"White"	"2106-3"	246
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Nebraska"	"31"	"White"	"2106-3"	2130
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Nevada"	"32"	"White"	"2106-3"	6743
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"New Hampshire"	"33"	"White"	"2106-3"	389
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"New Jersey"	"34"	"White"	"2106-3"	11987
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"New Mexico"	"35"	"White"	"2106-3"	7767
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"New York"	"36"	"White"	"2106-3"	23406
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"North Carolina"	"37"	"White"	"2106-3"	9474
	"< 1 year"	"0"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"North Dakota"	"38"	"White"	"2106-3"	130
