"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"1998"	"1998"	"Alabama"	"01"	"Black or African American"	"2054-5"	18470
	"< 1 year"	"0"	"1998"	"1998"	"Alaska"	"02"	"Black or African American"	"2054-5"	621
	"< 1 year"	"0"	"1998"	"1998"	"Arizona"	"04"	"Black or African American"	"2054-5"	3404
	"< 1 year"	"0"	"1998"	"1998"	"Arkansas"	"05"	"Black or African American"	"2054-5"	7314
	"< 1 year"	"0"	"1998"	"1998"	"California"	"06"	"Black or African American"	"2054-5"	38886
	"< 1 year"	"0"	"1998"	"1998"	"Colorado"	"08"	"Black or African American"	"2054-5"	3217
	"< 1 year"	"0"	"1998"	"1998"	"Connecticut"	"09"	"Black or African American"	"2054-5"	5931
	"< 1 year"	"0"	"1998"	"1998"	"Delaware"	"10"	"Black or African American"	"2054-5"	2609
	"< 1 year"	"0"	"1998"	"1998"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	4147
	"< 1 year"	"0"	"1998"	"1998"	"Florida"	"12"	"Black or African American"	"2054-5"	40692
	"< 1 year"	"0"	"1998"	"1998"	"Georgia"	"13"	"Black or African American"	"2054-5"	39147
	"< 1 year"	"0"	"1998"	"1998"	"Hawaii"	"15"	"Black or African American"	"2054-5"	672
	"< 1 year"	"0"	"1998"	"1998"	"Idaho"	"16"	"Black or African American"	"2054-5"	170
	"< 1 year"	"0"	"1998"	"1998"	"Illinois"	"17"	"Black or African American"	"2054-5"	31829
	"< 1 year"	"0"	"1998"	"1998"	"Indiana"	"18"	"Black or African American"	"2054-5"	9367
	"< 1 year"	"0"	"1998"	"1998"	"Iowa"	"19"	"Black or African American"	"2054-5"	1379
	"< 1 year"	"0"	"1998"	"1998"	"Kansas"	"20"	"Black or African American"	"2054-5"	3126
	"< 1 year"	"0"	"1998"	"1998"	"Kentucky"	"21"	"Black or African American"	"2054-5"	5158
	"< 1 year"	"0"	"1998"	"1998"	"Louisiana"	"22"	"Black or African American"	"2054-5"	25144
	"< 1 year"	"0"	"1998"	"1998"	"Maine"	"23"	"Black or African American"	"2054-5"	189
	"< 1 year"	"0"	"1998"	"1998"	"Maryland"	"24"	"Black or African American"	"2054-5"	24115
	"< 1 year"	"0"	"1998"	"1998"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	7771
	"< 1 year"	"0"	"1998"	"1998"	"Michigan"	"26"	"Black or African American"	"2054-5"	23846
	"< 1 year"	"0"	"1998"	"1998"	"Minnesota"	"27"	"Black or African American"	"2054-5"	3848
	"< 1 year"	"0"	"1998"	"1998"	"Mississippi"	"28"	"Black or African American"	"2054-5"	17972
	"< 1 year"	"0"	"1998"	"1998"	"Missouri"	"29"	"Black or African American"	"2054-5"	10673
	"< 1 year"	"0"	"1998"	"1998"	"Montana"	"30"	"Black or African American"	"2054-5"	68
	"< 1 year"	"0"	"1998"	"1998"	"Nebraska"	"31"	"Black or African American"	"2054-5"	1372
	"< 1 year"	"0"	"1998"	"1998"	"Nevada"	"32"	"Black or African American"	"2054-5"	2555
	"< 1 year"	"0"	"1998"	"1998"	"New Hampshire"	"33"	"Black or African American"	"2054-5"	188
	"< 1 year"	"0"	"1998"	"1998"	"New Jersey"	"34"	"Black or African American"	"2054-5"	19760
	"< 1 year"	"0"	"1998"	"1998"	"New Mexico"	"35"	"Black or African American"	"2054-5"	687
	"< 1 year"	"0"	"1998"	"1998"	"New York"	"36"	"Black or African American"	"2054-5"	51604
	"< 1 year"	"0"	"1998"	"1998"	"North Carolina"	"37"	"Black or African American"	"2054-5"	27199
	"< 1 year"	"0"	"1998"	"1998"	"North Dakota"	"38"	"Black or African American"	"2054-5"	105
	"< 1 year"	"0"	"1998"	"1998"	"Ohio"	"39"	"Black or African American"	"2054-5"	23338
	"< 1 year"	"0"	"1998"	"1998"	"Oklahoma"	"40"	"Black or African American"	"2054-5"	5229
	"< 1 year"	"0"	"1998"	"1998"	"Oregon"	"41"	"Black or African American"	"2054-5"	1147
	"< 1 year"	"0"	"1998"	"1998"	"Pennsylvania"	"42"	"Black or African American"	"2054-5"	19848
	"< 1 year"	"0"	"1998"	"1998"	"Rhode Island"	"44"	"Black or African American"	"2054-5"	961
	"< 1 year"	"0"	"1998"	"1998"	"South Carolina"	"45"	"Black or African American"	"2054-5"	17983
	"< 1 year"	"0"	"1998"	"1998"	"South Dakota"	"46"	"Black or African American"	"2054-5"	164
	"< 1 year"	"0"	"1998"	"1998"	"Tennessee"	"47"	"Black or African American"	"2054-5"	15676
	"< 1 year"	"0"	"1998"	"1998"	"Texas"	"48"	"Black or African American"	"2054-5"	40704
	"< 1 year"	"0"	"1998"	"1998"	"Utah"	"49"	"Black or African American"	"2054-5"	460
	"< 1 year"	"0"	"1998"	"1998"	"Vermont"	"50"	"Black or African American"	"2054-5"	49
	"< 1 year"	"0"	"1998"	"1998"	"Virginia"	"51"	"Black or African American"	"2054-5"	20960
	"< 1 year"	"0"	"1998"	"1998"	"Washington"	"53"	"Black or African American"	"2054-5"	4474
	"< 1 year"	"0"	"1998"	"1998"	"West Virginia"	"54"	"Black or African American"	"2054-5"	566
	"< 1 year"	"0"	"1998"	"1998"	"Wisconsin"	"55"	"Black or African American"	"2054-5"	5534
	"< 1 year"	"0"	"1998"	"1998"	"Wyoming"	"56"	"Black or African American"	"2054-5"	90
	"< 1 year"	"0"	"1999"	"1999"	"Alabama"	"01"	"Black or African American"	"2054-5"	18571
	"< 1 year"	"0"	"1999"	"1999"	"Alaska"	"02"	"Black or African American"	"2054-5"	667
	"< 1 year"	"0"	"1999"	"1999"	"Arizona"	"04"	"Black or African American"	"2054-5"	3625
	"< 1 year"	"0"	"1999"	"1999"	"Arkansas"	"05"	"Black or African American"	"2054-5"	7471
	"< 1 year"	"0"	"1999"	"1999"	"California"	"06"	"Black or African American"	"2054-5"	39515
	"< 1 year"	"0"	"1999"	"1999"	"Colorado"	"08"	"Black or African American"	"2054-5"	3522
