Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
2006,1,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,37.4631028199089,154.959535492894,306.509095327436,EPA,attributable,25,150
2006,1,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,31.9815225693506,134.061585228392,268.381168116898,EPA,attributable,25,150
2006,1,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,26.761685213594,113.571512587983,229.910744424966,EPA,attributable,25,150
2006,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,14.4724408327366,60.0147901942472,118.980932845678,EPA,attributable,25,150
2006,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,12.7116203116761,53.284940250168,106.672059201062,EPA,attributable,25,150
2006,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,10.6362472558063,45.1382410383183,91.3765424355229,EPA,attributable,25,150
2006,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,17.0995889270826,70.6267243666316,139.515711057372,EPA,attributable,25,150
2006,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,14.3667153782005,60.2205926107219,120.5526027099,EPA,attributable,25,150
2006,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,12.0149158384477,50.9889400001862,103.22032087964,EPA,attributable,25,150
2006,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,44.9590904906469,185.414052104832,365.764717297163,EPA,attributable,25,150
2006,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,37.1504434028163,155.720838553494,311.726637475531,EPA,attributable,25,150
2006,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,31.0642218136959,131.830341738381,266.872780556657,EPA,attributable,25,150
2006,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,12.5576827429492,51.9173991617639,102.647532976696,EPA,attributable,25,150
2006,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,10.6673463791527,44.7155948827559,89.5167487466519,EPA,attributable,25,150
2006,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,8.92547451791031,37.8779862060725,76.6789911201141,EPA,attributable,25,150
2006,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,35.8115826788354,148.279489234292,293.565602286532,EPA,attributable,25,150
2006,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,30.9085993328077,129.566335505977,259.386177679996,EPA,attributable,25,150
2006,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,25.8703100701029,109.788775813963,222.253251760011,EPA,attributable,25,150
2006,2,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,16.3701185163544,70.3436644104994,144.037505505277,EPA,attributable,25,150
2006,2,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,16.3651692313503,70.3245755509665,144.002280149168,EPA,attributable,25,150
2006,2,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,15.8992386935456,68.486454522126,140.534456140254,EPA,attributable,25,150
2006,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,24.0195936873816,102.914097606138,210.180680927105,EPA,attributable,25,150
2006,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,24.0106514082092,102.879608197894,210.117036386933,EPA,attributable,25,150
2006,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,23.0512307256423,99.0945758033214,202.976022595508,EPA,attributable,25,150
2006,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,9.86638520392967,42.5835868465653,87.53950448435,EPA,attributable,25,150
2006,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,9.86503737653012,42.5783884213618,87.5299116441552,EPA,attributable,25,150
2006,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,9.7133341060222,41.9798968875851,86.4007639945829,EPA,attributable,25,150
2006,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,14.1812580780407,60.9861281379526,124.968781308461,EPA,attributable,25,150
2006,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,14.1734059312165,60.955843252836,124.912895525389,EPA,attributable,25,150
2006,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,13.7326742062039,59.2173009497264,121.633243840027,EPA,attributable,25,150
2006,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,10.61581797427,45.6782283881158,93.6452004474408,EPA,attributable,25,150
2006,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,10.6117009984882,45.6623496556658,93.6158988537995,EPA,attributable,25,150
2006,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,10.3409727814911,44.5943780700484,91.6011689030502,EPA,attributable,25,150
2006,2,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,15.7258015008915,67.5858380531904,138.409891198944,EPA,attributable,25,150
2006,2,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,15.7212684116218,67.5683544158072,138.377628016754,EPA,attributable,25,150
2006,2,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,15.2934885547928,65.880739294964,135.193749435207,EPA,attributable,25,150
2006,4,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,17.9802187563285,76.7133555020501,156.070419136004,EPA,attributable,25,150
2006,4,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,17.9743779816241,76.6908046881812,156.028762496682,EPA,attributable,25,150
2006,4,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,17.3314572045735,74.1522915322771,151.235597327504,EPA,attributable,25,150
2006,4,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,14.724804743771,63.5153034550643,130.522344068862,EPA,attributable,25,150
2006,4,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,14.7217700346815,63.5035870941997,130.500701994606,EPA,attributable,25,150
2006,4,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,14.3283946976905,61.951539670333,127.5722802819,EPA,attributable,25,150
2006,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,9.35041512317635,39.806942207223,80.8225792080559,EPA,attributable,25,150
2006,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,9.34826069872619,39.7986251095965,80.8072173587352,EPA,attributable,25,150
2006,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,8.97820011995248,38.3374922777415,78.0483713170598,EPA,attributable,25,150
2006,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,22.2253139023003,94.5651330335825,191.904160501785,EPA,attributable,25,150
2006,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,22.2190724198157,94.5410315943592,191.859633108206,EPA,attributable,25,150
2006,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,21.2501647838586,90.7179748237368,184.645748737989,EPA,attributable,25,150
2006,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,17.2051561106787,73.306082068988,148.952797715228,EPA,attributable,25,150
2006,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,17.1925468373491,73.2573942778298,148.86285217826,EPA,attributable,25,150
2006,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,16.4406450624498,70.2920011865662,143.269911954272,EPA,attributable,25,150
2006,4,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,18.1525235259837,77.4492136104121,157.567887040475,EPA,attributable,25,150
2006,4,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,18.1477005915914,77.4305934355294,157.533492717898,EPA,attributable,25,150
2006,4,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,17.5270181129002,74.9790901271749,152.903162911199,EPA,attributable,25,150
2006,5,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,26.9825048298036,113.824122772259,229.182918182301,EPA,attributable,25,150
2006,5,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,26.7893936026214,113.080603107087,227.81319418598,EPA,attributable,25,150
2006,5,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,24.6041139300055,104.472692888926,211.597212958718,EPA,attributable,25,150
2006,5,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,13.0599976156224,55.2027914126459,111.350339568779,EPA,attributable,25,150
2006,5,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,13.0098134842173,55.0095243470588,110.994214241062,EPA,attributable,25,150
2006,5,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,12.18612267577,51.7625523624297,104.872994718169,EPA,attributable,25,150
2006,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,13.8262236853175,58.3085400472922,117.37234145587,EPA,attributable,25,150
2006,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,13.7260409186297,57.9224276991764,116.660340458495,EPA,attributable,25,150
2006,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,12.5964258649408,53.4714237401953,108.272762256692,EPA,attributable,25,150
2006,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,36.5241922475673,153.356192146023,307.473651395566,EPA,attributable,25,150
2006,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,35.8221232872386,150.655308930589,302.502075000304,EPA,attributable,25,150
2006,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,31.4020015180291,133.265549724388,269.781362547877,EPA,attributable,25,150
2006,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,10.9982573867387,46.41755872318,93.500788447849,EPA,attributable,25,150
2006,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,10.9393827469237,46.190753243124,93.0827367805677,EPA,attributable,25,150
2006,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,10.0859080787753,42.8273376656832,86.7437608713217,EPA,attributable,25,150
2006,5,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,26.1003592008993,110.193894964947,222.038981163036,EPA,attributable,25,150
2006,5,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,25.9692408487674,109.688787788818,221.107970553543,EPA,attributable,25,150
2006,5,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,24.0401001190602,102.087200558543,206.782958607151,EPA,attributable,25,150
2006,6,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,23.7362451753452,98.9126422032046,197.027020248599,EPA,attributable,25,150
2006,6,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,20.9037281589131,88.2048223668583,177.65197549308,EPA,attributable,25,150
2006,6,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,18.6206609133699,79.2337524132917,160.792064362675,EPA,attributable,25,150
