Year,Gender.Code,Race,Hispanic.Origin,rural_urban_class,STATEFP,attr,Education,source,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2008,A,All,All Origins,1,1,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,45.6256135083742,46.9108420579059,48.1960706074376
2008,A,All,All Origins,1,1,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,42.7834042298203,43.9885705461533,45.1937368624862
2008,A,All,All Origins,1,1,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,31.2515881858713,32.1319146136423,33.0122410414134
2008,A,All,All Origins,1,4,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,22.117873691915,22.7409123874619,23.3639510830088
2008,A,All,All Origins,1,4,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,22.117873691915,22.7409123874619,23.3639510830088
2008,A,All,All Origins,1,4,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,21.7257687585249,22.3377622446806,22.9497557308362
2008,A,All,All Origins,1,5,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,53.9462571616896,55.4658700394837,56.9854829172778
2008,A,All,All Origins,1,5,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,51.9612635405191,53.4249611050408,54.8886586695624
2008,A,All,All Origins,1,5,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,40.2505890407141,41.3844084503117,42.5182278599093
2008,A,All,All Origins,1,6,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,42.2048395628296,43.3937082829093,44.582577002989
2008,A,All,All Origins,1,6,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,33.8005833358405,34.7527124438923,35.7048415519442
2008,A,All,All Origins,1,6,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,25.6672777321576,26.3902996401057,27.1133215480538
