Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
2004,1,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,35.9101004158952,149.342145710436,296.847709775317,EPA,attributable,25,150
2004,1,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,32.5390918817072,136.437700963942,273.20883484936,EPA,attributable,25,150
2004,1,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,27.3352274956497,116.007009789401,234.843839304749,EPA,attributable,25,150
2004,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,11.0504722221755,46.0599990869241,91.7395498691006,EPA,attributable,25,150
2004,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,10.2803605253149,43.1067264143303,86.3201875473047,EPA,attributable,25,150
2004,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,8.63796615596687,36.6584328144552,74.2112272929937,EPA,attributable,25,150
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,12.3815006343142,51.4192084906509,102.075919877227,EPA,attributable,25,150
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,11.035162190505,46.2716076626115,92.6576109895467,EPA,attributable,25,150
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,9.27274619666817,39.3520485628898,79.6636035736341,EPA,attributable,25,150
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,43.5175898552757,180.525677369802,358.017988279393,EPA,attributable,25,150
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,38.3987532425749,160.975500553961,322.286083058899,EPA,attributable,25,150
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,32.1699224607741,136.523472633991,276.374785599013,EPA,attributable,25,150
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,11.6014889396017,48.2173288567202,95.786860163338,EPA,attributable,25,150
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,10.4349901280857,43.7551517257524,87.6187164624788,EPA,attributable,25,150
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,8.76859991253058,37.2126084837126,75.3326985733064,EPA,attributable,25,150
2004,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,A,34.2743297844993,142.660023857879,283.781662435922,EPA,attributable,25,150
2004,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,B,31.3317077814674,131.383416001305,263.103089043402,EPA,attributable,25,150
2004,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,D,26.3437836269258,111.799816700231,226.327489248014,EPA,attributable,25,150
2004,2,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,14.7703711087095,63.7909053140216,131.201583804282,EPA,attributable,25,150
2004,2,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,14.7703711087095,63.7909053140216,131.201583804282,EPA,attributable,25,150
2004,2,All,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,14.7703711087095,63.7909053140216,131.201583804282,EPA,attributable,25,150
2004,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,21.0962636645808,91.136394365528,187.490775557032,EPA,attributable,25,150
2004,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,21.0962636645808,91.136394365528,187.490775557032,EPA,attributable,25,150
2004,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,21.0962636645808,91.136394365528,187.490775557032,EPA,attributable,25,150
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,A,8.75516265957369,37.8414903970135,77.8846522672665,EPA,attributable,25,150
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,B,8.75516265957369,37.8414903970135,77.8846522672665,EPA,attributable,25,150
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,D,8.75516265957369,37.8414903970135,77.8846522672665,EPA,attributable,25,150
