Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
2005,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,31.2950421901047,24.4492517110193,38.14083266919,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,45.6386031939026,37.8148426463765,53.4623637414288,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,23.8064498377532,18.5987889357447,29.0141107397617,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,34.7177393467234,28.7661268872852,40.6693518061617,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.2145652802868,7.98012912522403,12.4490014353495,attributable
2005,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,14.8962410337515,12.3425997136799,17.4498823538232,attributable
2005,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,217.011159596757,207.621253652667,226.401065540848,attributable
2005,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,225.357742658171,214.924513831404,234.747648602262,attributable
2005,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,162.868556775376,155.82135960721,169.915753943541,attributable
2005,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,169.132732035967,161.302512960228,176.179929204132,attributable
2005,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,69.8630718768935,66.8401504976049,72.8859932561822,attributable
2005,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,72.5501131029279,69.1913115703849,75.5730344822166,attributable
2005,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,41.5251386802894,35.797533345077,47.6107193489524,attributable
