Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
2001,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,26.8271697407039,20.9587263599249,32.6956131214829,attributable
2001,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,39.1229558718599,32.4161634366839,45.8297483070359,attributable
2001,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,20.3477662572567,15.8966923884817,24.7988401260315,attributable
2001,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,29.6738257918326,24.5868842275185,34.7607673561468,attributable
2001,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,8.89456461449375,6.94887860507323,10.8402506239142,attributable
2001,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,12.9712400628034,10.7475989091799,15.1948812164268,attributable
2001,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,216.842378775486,207.459775847701,226.224981703272,attributable
2001,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,225.182470266851,214.757355902645,234.565073194636,attributable
2001,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,163.860675496824,156.77055011475,170.950800878898,attributable
2001,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,170.163009169779,162.285092078585,177.253134551853,attributable
2001,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,70.8929764725341,67.8254919136264,73.9604610314419,attributable
2001,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,73.6196294137854,70.2113132372213,76.6871139726932,attributable
2001,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,29.6994876055422,25.6030065565019,34.0519987201475,attributable
2001,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,32.5158183267574,27.907277146587,36.8683294413627,attributable
2001,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,23.0216914665851,19.8462857470561,26.3955600435846,attributable
2001,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,25.2047828987612,21.6324514642911,28.5786514757608,attributable
2001,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.0401963385585,8.65534167117112,11.5116044226576,attributable
2001,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,10.9922839223873,9.43432242157651,12.4636920064864,attributable
2001,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,6.41238855903622,5.00967856174704,7.81509855632538,attributable
2001,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,9.3513999819278,7.74830284216876,10.9544971216869,attributable
2001,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,5.98823859740534,4.67831140422291,7.29816579058775,attributable
2001,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,8.73284795454944,7.23578830519812,10.2299076039008,attributable
2001,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,4.55529953784156,3.55882776393871,5.5517713117444,attributable
