Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
2012,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,15.2665302407359,9.15991814444154,21.3731423370302,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,22.136468849067,13.7398772166623,30.9910563886939,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,15.26651044564,9.159906267384,21.373114623896,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,22.136440146178,13.739859401076,30.9910162046492,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.2238859416402,6.1343315649841,14.3134403182962,attributable
2012,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,14.8246346153782,9.20149734747615,20.7544884615295,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,12.6321852279667,9.86889470934895,15.3954757465844,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,18.4219367907847,15.2638904837931,21.5799830977764,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,12.631086466128,9.86803630166247,15.3941366305935,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,18.4203344297699,15.262562813238,21.5781060463019,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,7.84076082088034,6.12559439131275,9.5559272504479,attributable
2012,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,11.4344428637838,9.47425265856374,13.3946330690039,attributable
2012,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,101.113888134367,96.7387679747074,105.489008294028,attributable
2012,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,105.002883831843,100.141639209999,109.378003991503,attributable
2012,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,101.113021330002,96.7379386763001,105.488103983704,attributable
2012,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,105.001983688848,100.140780740291,109.37706634255,attributable
2012,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,60.1125232236588,57.5115005841736,62.7135458631441,attributable
2012,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,62.4245433476457,59.5345181926621,65.025565987131,attributable
2012,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,17.4843065118337,15.0726780274428,20.0466617764989,attributable
2012,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,19.1423010948524,16.4292190499127,21.7046563595176,attributable
2012,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,17.483771313315,15.0722166494095,20.0460481437146,attributable
2012,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,19.14171514475,16.4287161478563,21.7039919751496,attributable
2012,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,11.0126321912868,9.49364844076452,12.6265524262168,attributable
2012,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,12.0569335197709,10.3480768004333,13.6708537547009,attributable
2012,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,25.7192537096901,24.4945273425621,26.5357379544422,attributable
2012,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,27.7604643215703,26.5357379544422,28.5769485663224,attributable
2012,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,25.719014085817,24.4942991293496,26.535490723462,attributable
2012,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,27.7602056799295,26.535490723462,28.5766823175745,attributable
2012,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,16.82854239531,16.0271832336286,17.362781836431,attributable
2012,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,18.1641409981124,17.362781836431,18.6983804392334,attributable
2012,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,12.1513781281948,7.29082687691685,17.0119293794726,attributable
