Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
2009,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,23.011189719525,17.9774919683789,28.0448874706711,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,33.5579850076406,27.8051875777594,39.3107824375218,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,23.0106008107341,17.977031883386,28.0441697380822,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,33.5571261823205,27.804475979637,39.309776385004,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,13.3728577534912,10.447545119915,16.2981703870674,attributable
2009,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,19.5020842238413,16.1588697854685,22.8452986622141,attributable
2009,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,114.344813437953,109.397201318042,119.292425557865,attributable
2009,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,118.742690877875,113.245344077973,123.690302997786,attributable
2009,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,114.320501252577,109.373941102226,119.267061402929,attributable
2009,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,118.717443608446,113.22126566361,123.664003758798,attributable
2009,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,63.7265372366609,60.9691389908438,66.483935482478,attributable
2009,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,66.1775578996094,63.1137820709237,68.9349561454264,attributable
2009,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,19.910924802572,17.1645903470448,22.8289051615696,attributable
2009,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,21.7990297407469,18.7094034782788,24.7170100997445,attributable
2009,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,19.9081613457621,17.1622080566914,22.8257367153996,attributable
2009,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,21.7960042319981,18.7068067817936,24.7135796016356,attributable
2009,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,11.8617448775734,10.2256421358392,13.6001040406661,attributable
2009,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,12.9865655125157,11.1459499280647,14.7249246756084,attributable
2009,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,10.6612998007541,8.32914046933909,12.993459132169,attributable
2009,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,15.5477288760996,12.8824039259112,18.2130538262882,attributable
2009,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,6.94023832836714,5.42206119403682,8.45841546269745,attributable
2009,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,10.1211808955354,8.38612131344363,11.8562404776272,attributable
2009,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,5.08072953498111,3.96931994920399,6.19213912075822,attributable
2009,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,7.40939723851411,6.13921485476884,8.67957962225938,attributable
2009,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,39.2013329420978,37.5051214205648,40.8975444636309,attributable
2009,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,40.7090765167939,38.8243970484238,42.405288038327,attributable
2009,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,27.4750966870129,26.2862703880556,28.6639229859702,attributable
2009,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,28.531831174975,27.2109130650224,29.7206574739323,attributable
2009,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,17.2276621288096,16.4822344405438,17.9730898170754,attributable
2009,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,17.8902645183791,17.0620115314172,18.635692206645,attributable
2009,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,14.6495893620348,12.6289563465817,16.7965119409537,attributable
2009,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,16.0387745601588,13.7655624177741,18.1856971390777,attributable
2009,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,9.6339126736312,8.30509713244069,11.0457791861461,attributable
2009,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,10.5474733581997,9.05255587436035,11.9593398707146,attributable
2009,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,6.2681130728758,5.40354575247914,7.18671585079725,attributable
2009,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,6.8625031056485,5.88986487020225,7.78110588356995,attributable
2009,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,11.7017674574285,9.14200582611604,14.261529088741,attributable
2009,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,17.0650775420833,14.1396356777262,19.9905194064404,attributable
2009,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,11.7017674574285,9.14200582611604,14.261529088741,attributable
2009,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,17.0650775420833,14.1396356777262,19.9905194064404,attributable
2009,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,8.71858555032777,6.81139496119356,10.625776139462,attributable
2009,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,12.7146039275613,10.5349575399794,14.8942503151432,attributable
2009,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,49.6097903394475,47.4632128728368,51.7563678060583,attributable
2009,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,51.5178591986571,49.1327731246451,53.6644366652678,attributable
2009,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,49.6097903394475,47.4632128728368,51.7563678060583,attributable
2009,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,51.5178591986571,49.1327731246451,53.6644366652678,attributable
2009,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,36.8958507817559,35.299395699853,38.4923058636588,attributable
2009,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,38.3149219656696,36.5410829857775,39.9113770475725,attributable
2009,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,23.9525469303263,20.6487473537296,27.4628339804603,attributable
2009,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,26.2239091392366,22.5071346155652,29.7341961893706,attributable
2009,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,23.9525469303263,20.6487473537296,27.4628339804603,attributable
2009,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,26.2239091392366,22.5071346155652,29.7341961893706,attributable
2009,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,17.0620254199703,14.7086426034226,19.5624946625521,attributable
2009,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,18.6799761063467,16.0324204377307,21.1804453489286,attributable
2009,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,24.8529597172278,19.4163747790842,30.2895446553714,attributable
2009,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,36.2438995876238,30.030659658317,42.4571395169308,attributable
2009,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,24.8529597172278,19.4163747790842,30.2895446553714,attributable
2009,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,36.2438995876238,30.030659658317,42.4571395169308,attributable
2009,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,16.5223595993071,12.9080934369587,20.1366257616556,attributable
2009,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,24.0951077489896,19.9645178491628,28.2256976488163,attributable
2009,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,99.8692413405417,95.5479760902299,104.190506590854,attributable
2009,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,103.710366007486,98.9089601738058,108.031631257798,attributable
2009,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,99.8692413405417,95.5479760902299,104.190506590854,attributable
2009,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,103.710366007486,98.9089601738058,108.031631257798,attributable
2009,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,65.5521129160682,62.7157234148922,68.3885024172443,attributable
2009,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,68.0733480282247,64.9218041380291,70.9097375294008,attributable
2009,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,15.5073382828778,13.3683950714464,17.7799654450237,attributable
2009,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,16.9778617407369,14.5715506278766,19.2504889028828,attributable
2009,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,15.5073382828778,13.3683950714464,17.7799654450237,attributable
2009,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,16.9778617407369,14.5715506278766,19.2504889028828,attributable
2009,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.3409909176493,8.91464734280111,11.8564809659255,attributable
2009,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,11.3216021253574,9.7169656036532,12.8370921736336,attributable
2009,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,26.6148919704322,20.7928843519002,32.4368995889643,attributable
2009,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,38.813384123547,32.159661130939,45.467107116155,attributable
