Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,STATEFP,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
2013,All,All Origins,666,666,A,1,Deaths,age-adjusted rate,attributable,25,150,A,11.300732522575,7.36823595322749,16.5612957202568,nvss,GBD
2013,All,All Origins,666,666,A,1,Deaths,age-adjusted rate,attributable,25,150,B,11.300732522575,7.36823595322749,16.5612957202568,nvss,GBD
2013,All,All Origins,666,666,A,1,Deaths,age-adjusted rate,attributable,25,150,C,9.05084175120708,5.22074536193675,14.3104355954419,nvss,GBD
2013,All,All Origins,666,666,A,2,Deaths,age-adjusted rate,attributable,25,150,A,4.07108496566552,2.44705982582177,6.94421004406086,nvss,GBD
2013,All,All Origins,666,666,A,2,Deaths,age-adjusted rate,attributable,25,150,B,3.11703508991145,1.52401681911557,5.98757557307113,nvss,GBD
2013,All,All Origins,666,666,A,2,Deaths,age-adjusted rate,attributable,25,150,C,2.24494016738337,0.700670848418128,5.13353571439979,nvss,GBD
2013,All,All Origins,666,666,A,4,Deaths,age-adjusted rate,attributable,25,150,A,5.7461884132167,3.10670879653597,9.68822369518886,nvss,GBD
2013,All,All Origins,666,666,A,4,Deaths,age-adjusted rate,attributable,25,150,B,5.7461884132167,3.10670879653597,9.68822369518886,nvss,GBD
2013,All,All Origins,666,666,A,4,Deaths,age-adjusted rate,attributable,25,150,C,5.15128737224681,2.52908840442674,9.11266866047556,nvss,GBD
2013,All,All Origins,666,666,A,5,Deaths,age-adjusted rate,attributable,25,150,A,12.9250645062945,8.38118159710564,18.8929918935478,nvss,GBD
2013,All,All Origins,666,666,A,5,Deaths,age-adjusted rate,attributable,25,150,B,12.9250645062945,8.38118159710564,18.8929918935478,nvss,GBD
2013,All,All Origins,666,666,A,5,Deaths,age-adjusted rate,attributable,25,150,C,10.4191588662962,5.97107373742624,16.4286649889718,nvss,GBD
2013,All,All Origins,666,666,A,6,Deaths,age-adjusted rate,attributable,25,150,A,11.6172071638607,8.53020415876213,15.6275594422626,nvss,GBD
2013,All,All Origins,666,666,A,6,Deaths,age-adjusted rate,attributable,25,150,B,10.8341564565689,7.76564403007751,14.8778039800489,nvss,GBD
2013,All,All Origins,666,666,A,6,Deaths,age-adjusted rate,attributable,25,150,C,6.68556887678082,3.77497346880579,10.7008989073949,nvss,GBD
2013,All,All Origins,666,666,A,8,Deaths,age-adjusted rate,attributable,25,150,A,3.5072799843884,1.47756359325463,6.63734839295807,nvss,GBD
2013,All,All Origins,666,666,A,8,Deaths,age-adjusted rate,attributable,25,150,B,3.5072799843884,1.47756359325463,6.63734839295807,nvss,GBD
2013,All,All Origins,666,666,A,8,Deaths,age-adjusted rate,attributable,25,150,C,3.49438042418926,1.46486975304237,6.62490781314834,nvss,GBD
2013,All,All Origins,666,666,A,9,Deaths,age-adjusted rate,attributable,25,150,A,5.04257407180584,2.59176115324805,8.37471630864057,nvss,GBD
2013,All,All Origins,666,666,A,9,Deaths,age-adjusted rate,attributable,25,150,B,5.04257407180584,2.59176115324805,8.37471630864057,nvss,GBD
2013,All,All Origins,666,666,A,9,Deaths,age-adjusted rate,attributable,25,150,C,4.75418766460826,2.31852044731954,8.09677997826791,nvss,GBD
2013,All,All Origins,666,666,A,10,Deaths,age-adjusted rate,attributable,25,150,A,9.90782413886387,6.3595139742385,14.6268889712822,nvss,GBD
2013,All,All Origins,666,666,A,10,Deaths,age-adjusted rate,attributable,25,150,B,9.90782413886387,6.3595139742385,14.6268889712822,nvss,GBD
2013,All,All Origins,666,666,A,10,Deaths,age-adjusted rate,attributable,25,150,C,8.05544291076803,4.60407755603599,12.7935973617852,nvss,GBD
2013,All,All Origins,666,666,A,11,Deaths,age-adjusted rate,attributable,25,150,A,11.0853408749646,7.39322534324029,15.9366001283048,nvss,GBD
2013,All,All Origins,666,666,A,11,Deaths,age-adjusted rate,attributable,25,150,B,11.0853408749646,7.39322534324029,15.9366001283048,nvss,GBD
2013,All,All Origins,666,666,A,11,Deaths,age-adjusted rate,attributable,25,150,C,8.30319060921532,4.75508235590607,13.0875983165112,nvss,GBD
2013,All,All Origins,666,666,A,12,Deaths,age-adjusted rate,attributable,25,150,A,6.02748616541557,3.0272625502473,10.2894281908105,nvss,GBD
2013,All,All Origins,666,666,A,12,Deaths,age-adjusted rate,attributable,25,150,B,6.02748616541557,3.0272625502473,10.2894281908105,nvss,GBD
2013,All,All Origins,666,666,A,12,Deaths,age-adjusted rate,attributable,25,150,C,5.88353903241608,2.88793389309084,10.1451741477812,nvss,GBD
2013,All,All Origins,666,666,A,13,Deaths,age-adjusted rate,attributable,25,150,A,9.18215882236419,5.94474212294433,13.4796679176064,nvss,GBD
2013,All,All Origins,666,666,A,13,Deaths,age-adjusted rate,attributable,25,150,B,9.18215882236419,5.94474212294433,13.4796679176064,nvss,GBD
2013,All,All Origins,666,666,A,13,Deaths,age-adjusted rate,attributable,25,150,C,7.35000503886834,4.19868905220596,11.6996389616521,nvss,GBD
2013,All,All Origins,666,666,A,15,Deaths,age-adjusted rate,attributable,25,150,A,1.88956605544793,0.317448878946614,4.61632685109531,nvss,GBD
2013,All,All Origins,666,666,A,15,Deaths,age-adjusted rate,attributable,25,150,B,1.88956605544793,0.317448878946614,4.61632685109531,nvss,GBD
2013,All,All Origins,666,666,A,15,Deaths,age-adjusted rate,attributable,25,150,C,1.8217061518353,0.251911577480875,4.55058844524188,nvss,GBD
2013,All,All Origins,666,666,A,16,Deaths,age-adjusted rate,attributable,25,150,A,4.91918397013896,2.54282221034936,8.65619530134695,nvss,GBD
2013,All,All Origins,666,666,A,16,Deaths,age-adjusted rate,attributable,25,150,B,4.91918397013896,2.54282221034936,8.65619530134695,nvss,GBD
2013,All,All Origins,666,666,A,16,Deaths,age-adjusted rate,attributable,25,150,C,3.98901865456364,1.63445773561782,7.76550290378244,nvss,GBD
2013,All,All Origins,666,666,A,17,Deaths,age-adjusted rate,attributable,25,150,A,10.5225945917945,7.20327050187565,14.9016119502967,nvss,GBD
2013,All,All Origins,666,666,A,17,Deaths,age-adjusted rate,attributable,25,150,B,10.5218354911201,7.20254948921419,14.9008606124449,nvss,GBD
2013,All,All Origins,666,666,A,17,Deaths,age-adjusted rate,attributable,25,150,C,7.49110958294562,4.33178886304788,11.7975471805645,nvss,GBD
2013,All,All Origins,666,666,A,18,Deaths,age-adjusted rate,attributable,25,150,A,13.2363839741376,9.11228061210691,18.614036341466,nvss,GBD
2013,All,All Origins,666,666,A,18,Deaths,age-adjusted rate,attributable,25,150,B,13.2363839741376,9.11228061210691,18.614036341466,nvss,GBD
2013,All,All Origins,666,666,A,18,Deaths,age-adjusted rate,attributable,25,150,C,9.45768965194643,5.47872687945227,14.9354895112922,nvss,GBD
2013,All,All Origins,666,666,A,19,Deaths,age-adjusted rate,attributable,25,150,A,9.11063355200099,5.42216741776016,14.1436086771171,nvss,GBD
2013,All,All Origins,666,666,A,19,Deaths,age-adjusted rate,attributable,25,150,B,9.11063355200099,5.42216741776016,14.1436086771171,nvss,GBD
2013,All,All Origins,666,666,A,19,Deaths,age-adjusted rate,attributable,25,150,C,8.27856600547434,4.64240928838117,13.3093596617502,nvss,GBD
2013,All,All Origins,666,666,A,20,Deaths,age-adjusted rate,attributable,25,150,A,6.96370299436533,3.94501965167053,11.348745662153,nvss,GBD
2013,All,All Origins,666,666,A,20,Deaths,age-adjusted rate,attributable,25,150,B,6.96370299436533,3.94501965167053,11.348745662153,nvss,GBD
2013,All,All Origins,666,666,A,20,Deaths,age-adjusted rate,attributable,25,150,C,6.08001302036827,3.10579899424339,10.4620498589862,nvss,GBD
2013,All,All Origins,666,666,A,21,Deaths,age-adjusted rate,attributable,25,150,A,13.0803442191553,8.46021711978794,19.1755375806637,nvss,GBD
2013,All,All Origins,666,666,A,21,Deaths,age-adjusted rate,attributable,25,150,B,13.0786789412166,8.4586107834091,19.1738461218288,nvss,GBD
2013,All,All Origins,666,666,A,21,Deaths,age-adjusted rate,attributable,25,150,C,10.302139100517,5.78977688388572,16.4407860855658,nvss,GBD
