Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
2003,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,29.2842198243359,22.8782967377624,35.6901429109093,attributable
2003,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,42.7061539104897,35.3850989544058,50.0272088665737,attributable
2003,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,23.093341503694,18.0416730497609,28.145009957627,attributable
2003,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,33.677789692887,27.9044543169635,39.4511250688105,attributable
2003,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.0661952773406,7.86421506042231,12.2681754942588,attributable
2003,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,14.6798681127883,12.1633192934532,17.1964169321235,attributable
2003,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,211.299782815132,202.157003751016,220.442561879248,attributable
2003,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,219.426697538791,209.268054134217,228.569476602907,attributable
2003,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,166.217435240552,159.025334677259,173.409535803845,attributable
2003,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,172.610413519034,164.619190670931,179.802514082328,attributable
2003,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,71.8159741780384,68.7085522184118,74.9233961376651,attributable
2003,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,74.5781270310399,71.1254359647881,77.6855489906666,attributable
2003,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,23.677510235161,20.4116467544492,27.1474901834174,attributable
2003,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,25.9227913781504,22.2486949623496,29.3927713264068,attributable
2003,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,18.8424954114513,16.2435305271132,21.6038956010605,attributable
2003,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,20.6292837694337,17.7054482745534,23.390683959043,attributable
2003,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,8.20399714562113,7.072411332432,9.40630707213456,attributable
2003,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,8.98196239218864,7.70892835235088,10.1842723187021,attributable
2003,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,6.59535448041309,5.15262068782272,8.03808827300344,attributable
2003,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,9.61822528393573,7.96938666383248,11.267063904039,attributable
2003,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,6.59535448041309,5.15262068782272,8.03808827300344,attributable
2003,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,9.61822528393573,7.96938666383248,11.267063904039,attributable
2003,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,5.55792271505268,4.3421271211349,6.77371830897045,attributable
2003,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,8.10530395945182,6.71582328068866,9.49478463821499,attributable
2003,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,26.7735491730596,25.6150782953791,27.93202005074,attributable
2003,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,27.8033010643311,26.5161112002417,28.9617719420116,attributable
2003,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,26.7735491730596,25.6150782953791,27.93202005074,attributable
2003,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,27.8033010643311,26.5161112002417,28.9617719420116,attributable
2003,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,20.6137067582626,19.7217675235301,21.5056459929951,attributable
2003,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,21.4065416335804,20.4154980394331,22.2984808683129,attributable
2003,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,10.7277570331271,9.24806640786819,12.2999283224647,attributable
2003,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,11.7450443379926,10.0803923845763,13.3172156273302,attributable
2003,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,10.7277570331271,9.24806640786819,12.2999283224647,attributable
2003,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,11.7450443379926,10.0803923845763,13.3172156273302,attributable
2003,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,8.55082885291455,7.37140418354703,9.80396756411754,attributable
2003,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,9.36168331310471,8.03483056006625,10.6148220243077,attributable
2003,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,16.3813397981603,12.7979217173127,19.9647578790079,attributable
2003,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,23.8894538723171,19.7941189227771,27.9847888218572,attributable
2003,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,16.366002346376,12.7859393331062,19.9460653596457,attributable
2003,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,23.8670867551316,19.7755861685377,27.9585873417256,attributable
2003,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.138809020559,7.92094454731171,12.3566734938063,attributable
2003,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,14.7857631549819,12.2510608998421,17.3204654101216,attributable
2003,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,84.0297604428125,80.3938573467293,87.6656635388958,attributable
2003,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,87.2616743059976,83.2217819770162,90.8975774020809,attributable
2003,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,83.9339341888443,80.3021774210578,87.5656909566308,attributable
2003,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,87.1621624268767,83.1268771293362,90.7939191946633,attributable
2003,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,51.8755981050687,49.6309808793686,54.1202153307688,attributable
2003,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,53.8708134168021,51.3767942771354,56.1154306425023,attributable
2003,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,34.9904046705832,30.1641419573993,40.1183088033411,attributable
2003,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,38.3084602858971,32.8789147335653,43.436364418655,attributable
2003,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,34.8905865448978,30.0780918490498,40.0038621592363,attributable
2003,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,38.1991766482933,32.7851201154643,43.3124522626317,attributable
2003,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,21.60824156993,18.6277944568362,24.7749666275922,attributable
2003,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,23.657298960182,20.3042959579515,26.8240240178442,attributable
2003,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,33.4230809425699,26.1117819863827,40.734379898757,attributable
2003,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,48.7419930412476,40.3862228056053,57.0977632768901,attributable
2003,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,32.2234362958777,25.1745596061544,39.2723129856009,attributable
2003,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,46.9925112648216,38.9366521908522,55.048370338791,attributable
2003,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,15.2332260099953,11.9009578203088,18.5654941996817,attributable
2003,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,22.2151212645764,18.4068147620776,26.0234277670752,attributable
2003,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,168.901163026306,161.59293962613,176.209386426483,attributable
2003,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,175.397361604241,167.277113381823,182.705585004418,attributable
2003,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,157.894364882592,151.062397171326,164.726332593858,attributable
2003,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,163.967225070384,156.376149835644,170.79919278165,attributable
2003,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,70.8476169746072,67.7820950862829,73.9131388629316,attributable
2003,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,73.5725253197844,70.1663898883129,76.6380472081088,attributable
2003,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,13.0814028534987,11.2770714254299,14.9985049958217,attributable
2003,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,14.321880710296,12.2920078537186,16.238982852619,attributable
2003,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,12.754087256907,10.9949028076785,14.6232207342124,attributable
2003,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,13.9635265657517,11.9844440603695,15.832660043057,attributable
2003,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,6.19358848812897,5.33930042080083,7.1012695596651,attributable
2003,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,6.78091153441705,5.8198374586729,7.68859260595319,attributable
2003,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,42.558315306982,33.2486838335797,51.8679467803843,attributable
2003,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,62.064209822682,51.4246309959366,72.7037886494275,attributable
2003,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,27.1470536111572,21.2086356337165,33.0854715885978,attributable
2003,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,39.5894531829375,32.8026897801482,46.3762165857268,attributable
2003,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,13.410068052499,10.4766156660148,16.3435204389831,attributable
