Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,26.4248220370914,20.6443922164776,32.2052518577051,attributable
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,38.5361988040916,31.9299932948188,45.1424043133644,attributable
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,21.7602611598864,17.0002040311612,26.5203182886115,attributable
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,31.7337141915009,26.2936489015294,37.1737794814725,attributable
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,9.41759376803234,7.35749513127525,11.4776924047894,attributable
2004,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,13.7339909117138,11.3795924697057,16.0883893537219,attributable
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,202.866630209519,194.088747171608,211.644513247431,attributable
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,210.669192909886,200.915989534428,219.447075947798,attributable
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,164.431493500288,157.316669262295,171.546317738282,attributable
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,170.755781711838,162.850421447401,177.870605949831,attributable
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,70.7856342217887,67.7227942794998,73.8484741640777,attributable
2004,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,73.5081586149344,70.1050031235023,76.5709985572234,attributable
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,29.7454706370253,25.6426471008839,34.1047206441755,attributable
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,32.5661618181225,27.9504853399634,36.9254118252727,attributable
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,24.8625584918411,21.4332400791734,28.5062093053005,attributable
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,27.2202149005501,23.3622316862989,30.8638657140096,attributable
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.7613013259111,9.27698390164751,12.3383885891912,attributable
2004,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,11.7817695550923,10.1119124527958,13.3588568183724,attributable
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,8.6538512409668,6.7608212820053,10.5468811999283,attributable
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,12.6201997264099,10.4567369161682,14.7836625366516,attributable
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,8.6538512409668,6.7608212820053,10.5468811999283,attributable
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,12.6201997264099,10.4567369161682,14.7836625366516,attributable
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,8.6538512409668,6.7608212820053,10.5468811999283,attributable
2004,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,12.6201997264099,10.4567369161682,14.7836625366516,attributable
2004,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,36.7127577462867,35.1242249591878,38.3012905333857,attributable
2004,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,38.1247868903747,36.3597504602647,39.7133196774737,attributable
2004,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,36.7127577462867,35.1242249591878,38.3012905333857,attributable
2004,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,38.1247868903747,36.3597504602647,39.7133196774737,attributable
2004,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,36.7127577462867,35.1242249591878,38.3012905333857,attributable
2004,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,38.1247868903747,36.3597504602647,39.7133196774737,attributable
2004,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,9.55887904134241,8.2404129666745,10.9597492456771,attributable
2004,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,10.4653244676766,8.98205013367519,11.8661946720113,attributable
2004,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,9.55887904134241,8.2404129666745,10.9597492456771,attributable
2004,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,10.4653244676766,8.98205013367519,11.8661946720113,attributable
2004,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,9.55887904134241,8.2404129666745,10.9597492456771,attributable
2004,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,10.4653244676766,8.98205013367519,11.8661946720113,attributable
2004,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,11.5432272765925,9.01814630983789,14.0683082433471,attributable
2004,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,16.8338731116974,13.9480662925493,19.7196799308455,attributable
2004,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,11.5432272765925,9.01814630983789,14.0683082433471,attributable
2004,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,16.8338731116974,13.9480662925493,19.7196799308455,attributable
2004,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,8.36912036094646,6.53837528198942,10.1998654399035,attributable
2004,4,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,12.2049671930469,10.1126871028103,14.2972472832835,attributable
2004,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,55.2022021412004,52.8136453177831,57.5907589646178,attributable
2004,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,57.3253637620158,54.6714117359966,59.7139205854332,attributable
2004,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,55.2022021412004,52.8136453177831,57.5907589646178,attributable
2004,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,57.3253637620158,54.6714117359966,59.7139205854332,attributable
2004,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,39.9599098804309,38.2308753182969,41.688944442565,attributable
2004,4,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,41.4968294912167,39.5756799777345,43.2258640533508,attributable
2004,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,24.1386952268348,20.8092200231335,27.6762626307675,attributable
2004,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,26.4277094293795,22.6820498252155,29.9652768333122,attributable
2004,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,24.1386952268348,20.8092200231335,27.6762626307675,attributable
2004,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,26.4277094293795,22.6820498252155,29.9652768333122,attributable
2004,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,17.3041355921237,14.9173582690722,19.840086497866,attributable
2004,4,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,18.9450450017217,16.2599205132887,21.4809959074639,attributable
2004,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,15.8442086782819,12.3782880299078,19.3101293266561,attributable
2004,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,23.1061376558278,19.1450854862573,27.0671898253983,attributable
2004,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,15.6305557783897,12.2113717018669,19.0497398549124,attributable
2004,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,22.7945605101516,18.8869215655542,26.702199454749,attributable
2004,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,8.13398119285639,6.35467280691904,9.91328957879371,attributable
2004,5,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,11.8620559062489,9.8285606080348,13.895551204463,attributable
2004,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,145.280445705018,138.994272573551,151.566618836486,attributable
2004,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,150.868155155211,143.88351834247,157.154328286679,attributable
2004,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,141.113217503968,135.0073571312,147.219077876736,attributable
2004,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,146.540648946428,139.756359643353,152.646509319196,attributable
2004,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,68.6468085855274,65.676513983269,71.6171031877858,attributable
2004,5,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,71.2870704542015,67.9867431183588,74.2573650564599,attributable
2004,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,20.773865979763,17.9085051549681,23.8183118561076,attributable
2004,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,22.7438015468095,19.5202706189152,25.788247423154,attributable
2004,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,20.589586811833,17.7496438033043,23.6070262583947,attributable
2004,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,22.5420476301965,19.3471117456017,25.5594870767582,attributable
2004,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,11.052640552357,9.52813840720427,12.6724240815817,attributable
2004,5,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,12.1007357771494,10.3856708638526,13.7205193063741,attributable
2004,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,38.8712124124426,30.3681346972207,47.3742901276644,attributable
2004,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,56.6871847681453,46.9693816650348,66.404987871256,attributable
2004,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,26.8830339195113,21.0023702496182,32.7636975894044,attributable
2004,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,39.204424465954,32.4836659860762,45.9251829458318,attributable
2004,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,12.9013258429489,10.0791608148038,15.723490871094,attributable
2004,6,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,18.8144335209672,15.58910206023,22.0397649817044,attributable
2004,6,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,192.775529714861,184.434280832968,201.116778596754,attributable
2004,6,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,200.189973165433,190.921918852218,208.531222047326,attributable
2004,6,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,125.892071703393,120.444818600843,131.339324805944,attributable
2004,6,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,130.734074461216,124.681571013938,136.181327563767,attributable
2004,6,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,59.8653280578243,57.2750013630146,62.4556547526341,attributable
2004,6,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,62.167840675433,59.2896999034222,64.7581673702427,attributable
2004,6,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,67.3490727373441,58.0595454632277,77.2191954660928,attributable
2004,6,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,73.7356227382991,63.2849045549181,83.6057454670478,attributable
2004,6,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,43.4669293297663,37.4714908015227,49.8370827660251,attributable
2004,6,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,47.5887933179337,40.8439249736597,53.9589467541926,attributable
2004,6,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,20.4385829642335,17.6194680726151,23.4338925365781,attributable
2004,6,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,22.3767244522212,19.2052201991505,25.3720340245657,attributable
2004,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,10.3189909090425,8.06171164768944,12.5762701703955,attributable
2004,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,15.0485284090203,12.4687806817597,17.6282761362809,attributable
2004,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,10.3189909090425,8.06171164768944,12.5762701703955,attributable
2004,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,15.0485284090203,12.4687806817597,17.6282761362809,attributable
2004,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,9.46910217345336,7.39773607301042,11.5404682738963,attributable
2004,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,13.8091073362861,11.4418317929228,16.1763828796495,attributable
2004,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,43.0052498306599,41.1444457514487,44.8660539098712,attributable
2004,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,44.6592979010699,42.5917378130574,46.5201019802812,attributable
2004,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,43.0052498306599,41.1444457514487,44.8660539098712,attributable
2004,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,44.6592979010699,42.5917378130574,46.5201019802812,attributable
2004,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,40.0036712439254,38.2727431612556,41.7345993265953,attributable
2004,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,41.5422739840764,39.6190205588876,43.2732020667462,attributable
