Year,Gender.Code,Race,Hispanic.Origin,rural_urban_class,STATEFP,attr,Education,source,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
1993,A,All,All Origins,1,8,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1028.18763678138,1000.018112486,1056.35716107676
1993,A,All,All Origins,1,8,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1028.18763678138,1000.018112486,1056.35716107676
1993,A,All,All Origins,1,8,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1028.18763678138,1000.018112486,1056.35716107676
1993,A,All,All Origins,1,12,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,355273.345968946,345539.829641029,365006.862296862
1993,A,All,All Origins,1,12,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,286551.753891406,278701.02090808,294402.486874732
1993,A,All,All Origins,1,12,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,205353.820971641,199727.688890226,210979.953053056
1993,A,All,All Origins,1,13,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,2370.2916384751,2305.35214153058,2435.23113541962
1993,A,All,All Origins,1,13,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1224.57318849666,1191.02323812689,1258.12313886643
1993,A,All,All Origins,1,13,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,874.695134640471,850.730884376349,898.659384904594
1993,A,All,All Origins,1,17,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,9333.86236834332,9078.14011167638,9589.58462501026
1993,A,All,All Origins,1,17,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,7408.15794358886,7205.19471225766,7611.12117492006
1993,A,All,All Origins,1,17,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,5291.54138827776,5146.56765161262,5436.5151249429
1993,A,All,All Origins,1,26,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,5935.42966004467,5772.81514881057,6098.04417127877
1993,A,All,All Origins,1,26,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,5935.42966004467,5772.81514881057,6098.04417127877
1993,A,All,All Origins,1,26,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,5580.71539693923,5427.81908469431,5733.61170918414
1993,A,All,All Origins,1,27,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1809.32591989992,1759.75534675198,1858.89649304786
1993,A,All,All Origins,1,27,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1809.32591989992,1759.75534675198,1858.89649304786
1993,A,All,All Origins,1,27,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1809.32591989992,1759.75534675198,1858.89649304786
1993,A,All,All Origins,1,29,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1296.46832581771,1260.94864565832,1331.98800597709
1993,A,All,All Origins,1,29,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1175.04953320333,1142.85639530735,1207.24267109931
1993,A,All,All Origins,1,29,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,860.934083623802,837.346848456027,884.521318791577
1993,A,All,All Origins,1,34,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,2511614.22365026,2442802.8750571,2580425.57224341
1993,A,All,All Origins,1,34,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1530139.21371208,1488217.5914186,1572060.83600556
1993,A,All,All Origins,1,34,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1092956.58122291,1063012.565299,1122900.59714683
1993,A,All,All Origins,1,37,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,850.425159641746,827.125840199507,873.724479083986
1993,A,All,All Origins,1,37,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,625.036968443329,607.912667938032,642.161268948626
1993,A,All,All Origins,1,37,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,468.641904473162,455.802400241021,481.481408705304
1993,A,All,All Origins,1,39,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,6766.18354400759,6580.80865239094,6951.55843562424
1993,A,All,All Origins,1,39,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,3698.37500737181,3597.04966470408,3799.70035003953
1993,A,All,All Origins,1,39,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,2641.696433837,2569.32118907435,2714.07167859966
1993,A,All,All Origins,1,47,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,7478.67961172324,7273.7842798952,7683.57494355127
1993,A,All,All Origins,1,47,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,5028.49047560468,4890.72361325935,5166.25733795002
1993,A,All,All Origins,1,47,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,3591.7789111462,3493.37400947096,3690.18381282144
1993,A,All,All Origins,1,48,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,277.379944651757,269.780494113353,284.979395190161
1993,A,All,All Origins,1,48,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,251.528509924312,244.637317871591,258.419701977033
1993,A,All,All Origins,1,48,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,190.325927870265,185.111518887518,195.540336853012
1993,A,All,All Origins,1,51,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1979.768445995,1925.52821459788,2034.00867739212
1993,A,All,All Origins,1,51,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1345.12570305716,1308.2729440693,1381.97846204503
1993,A,All,All Origins,1,51,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,960.80407361226,934.480674335212,987.127472889308
1993,A,All,All Origins,1,55,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1458.96872851944,1418.99698253261,1498.94047450627
1993,A,All,All Origins,1,55,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1458.96872851944,1418.99698253261,1498.94047450627
1993,A,All,All Origins,1,55,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1458.96872851944,1418.99698253261,1498.94047450627
1993,A,All,All Origins,2,4,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,0,0,0
1993,A,All,All Origins,2,4,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,0,0,0
1993,A,All,All Origins,2,4,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,0,0,0
1993,A,All,All Origins,2,5,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,904.298193867073,879.522900884414,929.073486849733
1993,A,All,All Origins,2,5,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,821.917540945623,799.399252152592,844.435829738653
1993,A,All,All Origins,2,5,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,620.011574453268,603.024955975096,636.99819293144
1993,A,All,All Origins,2,6,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1921131.7444479,1868497.99802467,1973765.49087113
1993,A,All,All Origins,2,6,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1489451.41624948,1448644.52813306,1530258.30436591
1993,A,All,All Origins,2,6,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1122015.56763986,1091275.41510178,1152755.72017793
1993,A,All,All Origins,2,8,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,839.097267192402,816.108300967953,862.086233416852
1993,A,All,All Origins,2,8,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,839.097267192402,816.108300967953,862.086233416852
1993,A,All,All Origins,2,8,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,839.097267192402,816.108300967953,862.086233416852
1993,A,All,All Origins,2,9,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1975.68754759517,1921.55912163365,2029.81597355668
1993,A,All,All Origins,2,9,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1723.97339458276,1676.74124678597,1771.20554237955
1993,A,All,All Origins,2,9,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1231.40956755911,1197.67231913284,1265.14681598539
1993,A,All,All Origins,2,12,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,614.911344678899,598.064458523313,631.758230834485
1993,A,All,All Origins,2,12,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,549.778159095397,534.715743777714,564.840574413079
1993,A,All,All Origins,2,12,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,419.266664540318,407.779906607707,430.75342247293
1993,A,All,All Origins,2,13,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1965.0492360742,1911.2122707023,2018.8862014461
