Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
2011,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,15.4411302718154,9.26467816308927,21.6175823805416,attributable
2011,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,22.3896388941324,13.8970172446339,31.3454944517853,attributable
2011,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,15.3561104482119,9.21366626892716,21.4985546274967,attributable
2011,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,22.2663601499073,13.8204994033907,31.1729042098702,attributable
2011,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,8.19336380634661,4.91601828380796,11.4707093288852,attributable
2011,1,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,11.8803775192026,7.37402742571195,16.6325285268836,attributable
2011,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,19.7114378929047,15.3995608538318,24.0233149319776,attributable
2011,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,28.7458469271527,23.8179874539266,33.6737064003789,attributable
2011,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,19.501415168879,15.2354806006867,23.7673497370713,attributable
2011,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,28.4395637879486,23.5642099957288,33.3149175801683,attributable
2011,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,9.83586092172169,7.68426634509506,11.9874554983483,attributable
2011,1,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,14.3439638441774,11.884998613747,16.8029290746079,attributable
2011,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,129.449758092776,123.848566636838,135.050949548713,attributable
2011,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,134.428594942498,128.205048880345,140.029786398435,attributable
2011,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,127.190041563369,121.686626303415,132.693456823322,attributable
2011,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,132.081966238883,125.96706039449,137.585381498836,attributable
2011,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,61.9838495923864,59.3018561004082,64.6658430843647,attributable
2011,1,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,64.3678438074782,61.3878510386135,67.0498372994565,attributable
2011,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,26.8960080349956,23.1862138232721,30.8376643849519,attributable
2011,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,29.4464915555555,25.2729730673666,33.3881479055118,attributable
2011,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,26.6058772994208,22.9361011201904,30.5050144898532,attributable
2011,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,29.1288484226417,25.0003502210075,33.0279856130741,attributable
2011,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,13.5415544902918,11.6737538709412,15.5260926483518,attributable
2011,1,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,14.8256674160953,12.7243917193259,16.8102055741553,attributable
2011,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,32.4133453307463,30.8698526959489,33.4423404206112,attributable
2011,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,34.9858330554087,33.4423404206112,36.0148281452737,attributable
2011,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,32.2669157028774,30.7303959075023,33.2912622331274,attributable
2011,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,34.8277820285026,33.2912622331274,35.8521285587527,attributable
2011,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,16.8824628374685,16.0785360356843,17.418414038658,attributable
2011,1,White,Not Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,18.2223408404422,17.418414038658,18.7582920416317,attributable
2011,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,7.15647048069928,4.29388228841957,10.019058672979,attributable
2011,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,10.376882197014,6.44082343262935,14.5276350758195,attributable
2011,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,7.15647048069928,4.29388228841957,10.019058672979,attributable
2011,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,10.376882197014,6.44082343262935,14.5276350758195,attributable
2011,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,4.95036499009566,2.97021899405739,6.93051098613391,attributable
2011,2,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,7.1780292356387,4.45532849108609,10.0492409298942,attributable
2011,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,0.288804214903019,0.225628292892984,0.351980136913055,attributable
2011,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,0.421172813400236,0.348971759674482,0.493373867125991,attributable
2011,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,0.288804214903019,0.225628292892984,0.351980136913055,attributable
2011,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,0.421172813400236,0.348971759674482,0.493373867125991,attributable
2011,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,0,0,0,attributable
2011,2,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,0,0,0,attributable
2011,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,4.72793245164785,4.52335845133617,4.93250645195954,attributable
2011,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,4.90977600748046,4.6824715626897,5.11435000779215,attributable
2011,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,4.72793245164785,4.52335845133617,4.93250645195954,attributable
2011,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,4.90977600748046,4.6824715626897,5.11435000779215,attributable
2011,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,1.79577554754515,1.71807372096867,1.87347737412162,attributable
2011,2,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,1.86484383783534,1.7785084749726,1.94254566441182,attributable
2011,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,0.97548078209975,0.840931708706681,1.11843917257988,attributable
2011,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,1.06798327005748,0.916615562490281,1.21094166053762,attributable
2011,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,0.97548078209975,0.840931708706681,1.11843917257988,attributable
2011,2,White,Hispanic or Latino,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,1.06798327005748,0.916615562490281,1.21094166053762,attributable
