Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,nation,label_cause,attr,value,Education,source,measure1,measure2
1994,A,American Indian or Alaska Native,100,100,All Origins,us,all-cause,overall,9,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,100,100,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,100,100,All Origins,us,ncd_lri,total,7,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,100,100,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,101,101,All Origins,us,all-cause,overall,9,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,101,101,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,101,101,All Origins,us,ncd_lri,total,7,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,101,101,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,102,102,All Origins,us,all-cause,overall,7,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,102,102,All Origins,us,ncd_lri,total,4,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,102,102,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,103,103,All Origins,us,all-cause,overall,3,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,103,103,All Origins,us,cvd_ihd,total,2,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,103,103,All Origins,us,ncd_lri,total,3,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,104,104,All Origins,us,all-cause,overall,6,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,104,104,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,104,104,All Origins,us,ncd_lri,total,5,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,105,105,All Origins,us,all-cause,overall,7,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,105,105,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,105,105,All Origins,us,ncd_lri,total,3,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,107,107,All Origins,us,all-cause,overall,3,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,107,107,All Origins,us,ncd_lri,total,3,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,108,108,All Origins,us,all-cause,overall,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,109,109,All Origins,us,all-cause,overall,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,110,110,All Origins,us,all-cause,overall,2,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,111,111,All Origins,us,all-cause,overall,2,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,111,111,All Origins,us,ncd_lri,total,2,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,113,113,All Origins,us,all-cause,overall,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,25,25,All Origins,us,all-cause,overall,55,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,25,25,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,25,25,All Origins,us,ncd_lri,total,6,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,26,26,All Origins,us,all-cause,overall,62,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,26,26,All Origins,us,ncd_lri,total,10,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,27,27,All Origins,us,all-cause,overall,75,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,27,27,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,27,27,All Origins,us,ncd_lri,total,32,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,27,27,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,27,27,All Origins,us,t2_dm,total,3,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,28,28,All Origins,us,all-cause,overall,71,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,28,28,All Origins,us,cvd_ihd,total,2,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,28,28,All Origins,us,ncd_lri,total,19,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,29,29,All Origins,us,all-cause,overall,73,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,29,29,All Origins,us,ncd_lri,total,19,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,30,30,All Origins,us,all-cause,overall,83,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,30,30,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,30,30,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,30,30,All Origins,us,ncd_lri,total,38,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,30,30,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,31,31,All Origins,us,all-cause,overall,80,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,31,31,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,31,31,All Origins,us,ncd_lri,total,26,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,31,31,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,32,32,All Origins,us,all-cause,overall,99,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,32,32,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,32,32,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,32,32,All Origins,us,ncd_lri,total,37,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,32,32,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,33,33,All Origins,us,all-cause,overall,97,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,33,33,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,33,33,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,33,33,All Origins,us,ncd_lri,total,38,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,34,34,All Origins,us,all-cause,overall,77,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,34,34,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,34,34,All Origins,us,ncd_lri,total,29,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,35,35,All Origins,us,all-cause,overall,95,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,35,35,All Origins,us,cvd_ihd,total,2,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,35,35,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,35,35,All Origins,us,ncd_lri,total,46,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,35,35,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,35,35,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,36,36,All Origins,us,all-cause,overall,99,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,36,36,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,36,36,All Origins,us,ncd_lri,total,52,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,36,36,All Origins,us,t2_dm,total,3,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,37,37,All Origins,us,all-cause,overall,93,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,37,37,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,37,37,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1994,A,American Indian or Alaska Native,37,37,All Origins,us,ncd_lri,total,46,666,nvss,Deaths,absolute number
