Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,nation,label_cause,attr,value,Education,source,measure1,measure2
1992,A,American Indian or Alaska Native,100,100,All Origins,us,all-cause,overall,10,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,100,100,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,100,100,All Origins,us,ncd_lri,total,9,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,100,100,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,101,101,All Origins,us,all-cause,overall,5,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,101,101,All Origins,us,cvd_ihd,total,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,101,101,All Origins,us,ncd_lri,total,5,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,102,102,All Origins,us,all-cause,overall,11,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,102,102,All Origins,us,cvd_ihd,total,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,102,102,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,102,102,All Origins,us,ncd_lri,total,10,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,103,103,All Origins,us,all-cause,overall,7,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,103,103,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,103,103,All Origins,us,ncd_lri,total,4,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,104,104,All Origins,us,all-cause,overall,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,104,104,All Origins,us,ncd_lri,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,106,106,All Origins,us,all-cause,overall,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,106,106,All Origins,us,ncd_lri,total,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,107,107,All Origins,us,all-cause,overall,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,107,107,All Origins,us,ncd_lri,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,109,109,All Origins,us,all-cause,overall,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,109,109,All Origins,us,ncd_lri,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,110,110,All Origins,us,all-cause,overall,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,114,114,All Origins,us,all-cause,overall,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,114,114,All Origins,us,ncd_lri,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,120,120,All Origins,us,all-cause,overall,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,25,25,All Origins,us,all-cause,overall,55,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,25,25,All Origins,us,ncd_lri,total,9,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,26,26,All Origins,us,all-cause,overall,54,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,26,26,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,26,26,All Origins,us,ncd_lri,total,9,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,27,27,All Origins,us,all-cause,overall,57,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,27,27,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,27,27,All Origins,us,ncd_lri,total,13,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,28,28,All Origins,us,all-cause,overall,65,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,28,28,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,28,28,All Origins,us,ncd_lri,total,19,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,29,29,All Origins,us,all-cause,overall,65,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,29,29,All Origins,us,ncd_lri,total,16,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,29,29,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,30,30,All Origins,us,all-cause,overall,75,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,30,30,All Origins,us,cvd_ihd,total,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,30,30,All Origins,us,ncd_lri,total,24,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,30,30,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,31,31,All Origins,us,all-cause,overall,73,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,31,31,All Origins,us,ncd_lri,total,25,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,31,31,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,32,32,All Origins,us,all-cause,overall,82,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,32,32,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,32,32,All Origins,us,cvd_stroke,total,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,32,32,All Origins,us,ncd_lri,total,42,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,33,33,All Origins,us,all-cause,overall,72,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,33,33,All Origins,us,cvd_ihd,total,3,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,33,33,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,33,33,All Origins,us,ncd_lri,total,35,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,33,33,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,34,34,All Origins,us,all-cause,overall,76,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,34,34,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,34,34,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,34,34,All Origins,us,ncd_lri,total,33,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,34,34,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,35,35,All Origins,us,all-cause,overall,77,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,35,35,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,35,35,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,35,35,All Origins,us,ncd_lri,total,36,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,35,35,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,36,36,All Origins,us,all-cause,overall,86,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,36,36,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,36,36,All Origins,us,ncd_lri,total,51,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,36,36,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,36,36,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,37,37,All Origins,us,all-cause,overall,80,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,37,37,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,37,37,All Origins,us,ncd_lri,total,42,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,37,37,All Origins,us,resp_copd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,38,38,All Origins,us,all-cause,overall,94,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,38,38,All Origins,us,cvd_ihd,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,38,38,All Origins,us,cvd_stroke,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,38,38,All Origins,us,ncd_lri,total,41,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,38,38,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,38,38,All Origins,us,t2_dm,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,39,39,All Origins,us,all-cause,overall,66,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,39,39,All Origins,us,cvd_ihd,total,2,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,39,39,All Origins,us,ncd_lri,total,37,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,39,39,All Origins,us,neo_lung,total,1,666,nvss,Deaths,absolute number
1992,A,American Indian or Alaska Native,40,40,All Origins,us,all-cause,overall,62,666,nvss,Deaths,absolute number
