Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,nation,label_cause,attr,value,Education,source,measure1,measure2
1999,A,All,25,34,All Origins,1,us,all-cause,overall,17.8712141296381,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,1,us,all-cause,overall,45.0187030433076,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,1,us,all-cause,overall,76.6011112825664,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,1,us,all-cause,overall,109.616403280639,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,1,us,all-cause,overall,199.508347727883,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,1,us,all-cause,overall,309.303639396132,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,1,us,all-cause,overall,287.255761172141,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,2,us,all-cause,overall,9.26028125654864,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,2,us,all-cause,overall,20.7366635692382,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,2,us,all-cause,overall,35.5009434123558,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,2,us,all-cause,overall,55.7725676422433,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,2,us,all-cause,overall,114.352738250047,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,2,us,all-cause,overall,186.754137124541,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,2,us,all-cause,overall,178.562448798562,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,3,us,all-cause,overall,11.3085642672384,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,3,us,all-cause,overall,25.6522078881028,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,3,us,all-cause,overall,43.4579467441462,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,3,us,all-cause,overall,64.953133003051,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,3,us,all-cause,overall,121.929573093643,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,3,us,all-cause,overall,195.340106417894,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,3,us,all-cause,overall,184.953293040198,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,4,us,all-cause,overall,6.07431540049622,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,4,us,all-cause,overall,15.0383933398328,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,4,us,all-cause,overall,25.3465370075388,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,4,us,all-cause,overall,38.713239950245,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,4,us,all-cause,overall,71.044149192137,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,4,us,all-cause,overall,110.632951289254,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,4,us,all-cause,overall,105.2721073959,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,5,us,all-cause,overall,0.562762653857484,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,5,us,all-cause,overall,1.42566651333395,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,5,us,all-cause,overall,2.70979219539277,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,5,us,all-cause,overall,4.11802957000627,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,5,us,all-cause,overall,7.32153608782415,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,5,us,all-cause,overall,11.4935055835379,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,5,us,all-cause,overall,10.2490615628585,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,666,us,all-cause,overall,13.9535016322222,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,666,us,all-cause,overall,32.2993030636509,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,666,us,all-cause,overall,56.5381194758598,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,666,us,all-cause,overall,87.8946865517312,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,666,us,all-cause,overall,162.556478546658,666,nvss,Deaths,age-adjusted rate
