Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,STATEFP,label_cause,attr,value,Education,source,measure1,measure2
1990,A,All,25,34,All Origins,1,1,all-cause,overall,25.0600611396306,666,nvss,Deaths,age-adjusted rate
1990,A,All,35,44,All Origins,1,1,all-cause,overall,48.3521988720769,666,nvss,Deaths,age-adjusted rate
1990,A,All,45,54,All Origins,1,1,all-cause,overall,82.6489871900188,666,nvss,Deaths,age-adjusted rate
1990,A,All,55,64,All Origins,1,1,all-cause,overall,129.151695597781,666,nvss,Deaths,age-adjusted rate
1990,A,All,65,74,All Origins,1,1,all-cause,overall,199.009789160603,666,nvss,Deaths,age-adjusted rate
1990,A,All,75,84,All Origins,1,1,all-cause,overall,294.247355552497,666,nvss,Deaths,age-adjusted rate
1990,A,All,85,150,All Origins,1,1,all-cause,overall,239.968861788913,666,nvss,Deaths,age-adjusted rate
1990,A,All,25,34,All Origins,1,1,cvd_ihd,total,0.124059708612032,666,nvss,Deaths,age-adjusted rate
1990,A,All,35,44,All Origins,1,1,cvd_ihd,total,1.63352023216476,666,nvss,Deaths,age-adjusted rate
1990,A,All,45,54,All Origins,1,1,cvd_ihd,total,3.75677214500086,666,nvss,Deaths,age-adjusted rate
1990,A,All,55,64,All Origins,1,1,cvd_ihd,total,8.18155537723497,666,nvss,Deaths,age-adjusted rate
1990,A,All,65,74,All Origins,1,1,cvd_ihd,total,16.2043594227463,666,nvss,Deaths,age-adjusted rate
1990,A,All,75,84,All Origins,1,1,cvd_ihd,total,27.465065982448,666,nvss,Deaths,age-adjusted rate
1990,A,All,85,150,All Origins,1,1,cvd_ihd,total,21.1186223291875,666,nvss,Deaths,age-adjusted rate
1990,A,All,25,34,All Origins,1,1,cvd_stroke,total,0.372179125836097,666,nvss,Deaths,age-adjusted rate
1990,A,All,35,44,All Origins,1,1,cvd_stroke,total,0.816760116082379,666,nvss,Deaths,age-adjusted rate
1990,A,All,45,54,All Origins,1,1,cvd_stroke,total,1.66967650888927,666,nvss,Deaths,age-adjusted rate
1990,A,All,55,64,All Origins,1,1,cvd_stroke,total,2.04538884430874,666,nvss,Deaths,age-adjusted rate
1990,A,All,65,74,All Origins,1,1,cvd_stroke,total,1.64575525387267,666,nvss,Deaths,age-adjusted rate
1990,A,All,75,84,All Origins,1,1,cvd_stroke,total,4.30533466751887,666,nvss,Deaths,age-adjusted rate
1990,A,All,85,150,All Origins,1,1,cvd_stroke,total,3.57654087833014,666,nvss,Deaths,age-adjusted rate
1990,A,All,35,44,All Origins,1,1,lri,total,0.163352023216476,666,nvss,Deaths,age-adjusted rate
1990,A,All,45,54,All Origins,1,1,lri,total,0.208709563611159,666,nvss,Deaths,age-adjusted rate
1990,A,All,65,74,All Origins,1,1,lri,total,0.126596557990206,666,nvss,Deaths,age-adjusted rate
1990,A,All,75,84,All Origins,1,1,lri,total,0.14845981612134,666,nvss,Deaths,age-adjusted rate
1990,A,All,25,34,All Origins,1,1,ncd_lri,total,9.5525975631265,666,nvss,Deaths,age-adjusted rate
1990,A,All,35,44,All Origins,1,1,ncd_lri,total,33.8138688058105,666,nvss,Deaths,age-adjusted rate
1990,A,All,45,54,All Origins,1,1,ncd_lri,total,67.8306081736266,666,nvss,Deaths,age-adjusted rate
1990,A,All,55,64,All Origins,1,1,ncd_lri,total,115.564469703444,666,nvss,Deaths,age-adjusted rate
1990,A,All,65,74,All Origins,1,1,ncd_lri,total,182.678833179867,666,nvss,Deaths,age-adjusted rate
1990,A,All,75,84,All Origins,1,1,ncd_lri,total,259.656218396224,666,nvss,Deaths,age-adjusted rate
1990,A,All,85,150,All Origins,1,1,ncd_lri,total,204.033141535215,666,nvss,Deaths,age-adjusted rate
1990,A,All,25,34,All Origins,1,1,neo_lung,total,0.124059708612032,666,nvss,Deaths,age-adjusted rate
1990,A,All,35,44,All Origins,1,1,neo_lung,total,1.30681618573181,666,nvss,Deaths,age-adjusted rate
1990,A,All,45,54,All Origins,1,1,neo_lung,total,5.63515821750128,666,nvss,Deaths,age-adjusted rate
1990,A,All,55,64,All Origins,1,1,neo_lung,total,16.8014083639647,666,nvss,Deaths,age-adjusted rate
