Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,STATEFP,label_cause,attr,value,Education,source,measure1,measure2
1999,A,All,25,34,All Origins,1,29,all-cause,overall,181.388574535666,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,1,29,all-cause,overall,381.021291682815,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,1,29,all-cause,overall,621.864206571953,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,1,29,all-cause,overall,896.693560773167,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,1,29,all-cause,overall,1842.96638311168,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,1,29,all-cause,overall,2848.46983397022,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,1,29,all-cause,overall,2404.56239037555,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,1,37,all-cause,overall,1466.60433335543,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,1,37,all-cause,overall,2938.17698757433,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,1,37,all-cause,overall,4380.67437222986,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,1,37,all-cause,overall,4751.10019687055,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,1,37,all-cause,overall,8119.49678867955,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,1,37,all-cause,overall,12595.1352510785,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,1,37,all-cause,overall,12320.1940338168,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,1,48,all-cause,overall,25633.4615872114,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,1,48,all-cause,overall,57209.8677113702,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,1,48,all-cause,overall,65415.7343508534,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,1,48,all-cause,overall,79870.4922419261,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,1,48,all-cause,overall,116979.674104245,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,1,48,all-cause,overall,173357.557304534,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,1,48,all-cause,overall,184008.053164617,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,1,51,all-cause,overall,628.83862542013,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,1,51,all-cause,overall,1218.81316880778,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,1,51,all-cause,overall,1852.69909228674,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,1,51,all-cause,overall,2399.43206731985,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,1,51,all-cause,overall,4656.43011550683,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,1,51,all-cause,overall,7505.76899999731,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,1,51,all-cause,overall,6069.41648288755,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,1,55,all-cause,overall,1528.1128461891,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,1,55,all-cause,overall,2679.21519744059,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,1,55,all-cause,overall,3888.12805852636,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,1,55,all-cause,overall,4812.74570986514,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,1,55,all-cause,overall,10900.5160623709,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,1,55,all-cause,overall,18424.4724897634,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,1,55,all-cause,overall,19377.3171031925,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,2,8,all-cause,overall,2627.65000393046,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,2,8,all-cause,overall,5159.50389749412,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,2,8,all-cause,overall,7189.56847505977,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,2,8,all-cause,overall,9047.04839650115,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,2,8,all-cause,overall,18308.0838500347,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,2,8,all-cause,overall,30341.5071973956,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,2,8,all-cause,overall,21311.8731862181,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,2,12,all-cause,overall,10940.5628632227,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,2,12,all-cause,overall,37731.0391564463,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,2,12,all-cause,overall,52641.4257256474,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,2,12,all-cause,overall,85820.7558565223,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,2,12,all-cause,overall,229707.982736952,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,2,12,all-cause,overall,393406.346574289,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,2,12,all-cause,overall,569011.593917005,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,2,13,all-cause,overall,188.326230748544,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,2,13,all-cause,overall,423.806913960934,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,2,13,all-cause,overall,660.004857997957,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,2,13,all-cause,overall,942.859275643189,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,2,13,all-cause,overall,1613.64977919627,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,2,13,all-cause,overall,2531.03423350198,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,2,13,all-cause,overall,2184.87561834401,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,2,17,all-cause,overall,800.77897244396,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,2,17,all-cause,overall,1589.90805511616,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,2,17,all-cause,overall,2320.1773260127,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,2,17,all-cause,overall,3325.91398595222,666,nvss,Deaths,age-adjusted rate
1999,A,All,65,74,All Origins,2,17,all-cause,overall,5671.09785016128,666,nvss,Deaths,age-adjusted rate
1999,A,All,75,84,All Origins,2,17,all-cause,overall,6857.76552848811,666,nvss,Deaths,age-adjusted rate
1999,A,All,85,150,All Origins,2,17,all-cause,overall,5997.3456108527,666,nvss,Deaths,age-adjusted rate
1999,A,All,25,34,All Origins,2,26,all-cause,overall,1106.48929883169,666,nvss,Deaths,age-adjusted rate
1999,A,All,35,44,All Origins,2,26,all-cause,overall,2057.28268818914,666,nvss,Deaths,age-adjusted rate
1999,A,All,45,54,All Origins,2,26,all-cause,overall,3733.18281506266,666,nvss,Deaths,age-adjusted rate
1999,A,All,55,64,All Origins,2,26,all-cause,overall,3892.17005760242,666,nvss,Deaths,age-adjusted rate
