Year,Gender.Code,Race,min_age,max_age,Hispanic.Origin,rural_urban_class,nation,label_cause,attr,Deaths,Education,source
2014,A,American Indian or Alaska Native,25,25,All Origins,666,us,all-cause,overall,80,666,nvss
2014,A,American Indian or Alaska Native,25,25,All Origins,666,us,ncd_lri,total,17,666,nvss
2014,A,American Indian or Alaska Native,25,25,All Origins,Unknown,us,all-cause,overall,80,666,nvss
2014,A,American Indian or Alaska Native,25,25,All Origins,Unknown,us,ncd_lri,total,17,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,666,us,all-cause,overall,100,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,666,us,cvd_ihd,total,2,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,666,us,cvd_stroke,total,1,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,666,us,lri,total,1,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,666,us,ncd_lri,total,25,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,Unknown,us,all-cause,overall,100,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,Unknown,us,cvd_ihd,total,2,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,Unknown,us,cvd_stroke,total,1,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,Unknown,us,lri,total,1,666,nvss
2014,A,American Indian or Alaska Native,26,26,All Origins,Unknown,us,ncd_lri,total,25,666,nvss
2014,A,American Indian or Alaska Native,27,27,All Origins,666,us,all-cause,overall,95,666,nvss
2014,A,American Indian or Alaska Native,27,27,All Origins,666,us,cvd_stroke,total,1,666,nvss
2014,A,American Indian or Alaska Native,27,27,All Origins,666,us,ncd_lri,total,24,666,nvss
2014,A,American Indian or Alaska Native,27,27,All Origins,Unknown,us,all-cause,overall,95,666,nvss
2014,A,American Indian or Alaska Native,27,27,All Origins,Unknown,us,cvd_stroke,total,1,666,nvss
2014,A,American Indian or Alaska Native,27,27,All Origins,Unknown,us,ncd_lri,total,24,666,nvss
