Year,Race,Hispanic.Origin,label_cause,Gender.Code,STATEFP,Education,attr,source,measure1,measure2,min_age,max_age,value
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,absolute number,55,64,15
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,absolute number,65,74,24
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,absolute number,75,84,25
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,age-adjusted rate,55,64,78.697311172385
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,age-adjusted rate,65,74,138.541035518086
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,age-adjusted rate,75,84,314.514759984982
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,crude rate,55,64,40.7509033116901
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,crude rate,65,74,65.2014452987041
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,Deaths,crude rate,75,84,67.9181721861501
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,absolute number,55,64,523.72321425
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,absolute number,65,74,559.2364503
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,absolute number,75,84,381.21038821
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,age-adjusted rate,55,64,2747.70725066893
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,age-adjusted rate,65,74,3200.08287032024
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,age-adjusted rate,75,84,4714.89778732584
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,crude rate,55,64,1422.81293773262
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,crude rate,65,74,1519.29270096987
2015,American Indian or Alaska Native,All Origins,all-cause,A,1,666,overall,wonder,YLL,crude rate,75,84,1035.64451142384
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,0,4,46
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,15,19,15
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,20,24,43
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,25,29,43
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,30,34,38
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,35,44,71
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,45,54,133
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,55,64,166
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,65,74,171
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,75,84,170
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,absolute number,85,150,105
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,0,4,25.0170316398348
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,15,19,20.280992687008
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,20,24,55.3655304466691
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,25,29,56.17412907281
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,30,34,58.4706318134746
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,35,44,154.747457326137
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,45,54,279.543929545504
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,55,64,305.304935915461
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,65,74,437.72466378167
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,75,84,763.799956841251
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,age-adjusted rate,85,150,76.9191437385898
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,0,4,36.4246800962879
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,15,19,11.8776130748765
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,20,24,34.0491574813126
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,25,29,34.0491574813126
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,30,34,30.0899531230204
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,35,44,56.2207018877486
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,45,54,105.314835930571
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,55,64,131.4455846953
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,65,74,135.404789053592
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,75,84,134.612948181933
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,Deaths,crude rate,85,150,83.1432915241353
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,0,4,4078.52194433
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,15,19,1110.998238
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,20,24,2971.62542056
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,25,29,2758.41991333
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,30,34,2249.4585298
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,35,44,3698.94373201
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,45,54,5559.33509871
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,55,64,5408.97049111
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,65,74,4018.05400944
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,75,84,2602.27909362
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,absolute number,85,150,961.188146447
2015,American Indian or Alaska Native,All Origins,all-cause,A,2,666,overall,wonder,YLL,age-adjusted rate,0,4,2218.54588124831
