"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Alabama"	"01"	"White"	"2106-3"	5536
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Alaska"	"02"	"White"	"2106-3"	550
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Arizona"	"04"	"White"	"2106-3"	37425
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Arkansas"	"05"	"White"	"2106-3"	4695
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"California"	"06"	"White"	"2106-3"	260704
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Colorado"	"08"	"White"	"2106-3"	19804
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Connecticut"	"09"	"White"	"2106-3"	7961
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Delaware"	"10"	"White"	"2106-3"	1505
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"District of Columbia"	"11"	"White"	"2106-3"	773
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Florida"	"12"	"White"	"2106-3"	57956
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Georgia"	"13"	"White"	"2106-3"	21293
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Hawaii"	"15"	"White"	"2106-3"	1108
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Idaho"	"16"	"White"	"2106-3"	4194
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Illinois"	"17"	"White"	"2106-3"	39856
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Indiana"	"18"	"White"	"2106-3"	9153
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Iowa"	"19"	"White"	"2106-3"	3637
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Kansas"	"20"	"White"	"2106-3"	7513
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Kentucky"	"21"	"White"	"2106-3"	3382
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Louisiana"	"22"	"White"	"2106-3"	4525
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Maine"	"23"	"White"	"2106-3"	441
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Maryland"	"24"	"White"	"2106-3"	8799
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Massachusetts"	"25"	"White"	"2106-3"	9368
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Michigan"	"26"	"White"	"2106-3"	9956
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Minnesota"	"27"	"White"	"2106-3"	5586
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Mississippi"	"28"	"White"	"2106-3"	2360
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Missouri"	"29"	"White"	"2106-3"	5128
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Montana"	"30"	"White"	"2106-3"	541
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Nebraska"	"31"	"White"	"2106-3"	3741
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Nevada"	"32"	"White"	"2106-3"	13899
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"New Hampshire"	"33"	"White"	"2106-3"	813
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"New Jersey"	"34"	"White"	"2106-3"	23527
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"New Mexico"	"35"	"White"	"2106-3"	15017
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"New York"	"36"	"White"	"2106-3"	45285
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"North Carolina"	"37"	"White"	"2106-3"	20123
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"North Dakota"	"38"	"White"	"2106-3"	324
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Ohio"	"39"	"White"	"2106-3"	7344
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Oklahoma"	"40"	"White"	"2106-3"	7328
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Oregon"	"41"	"White"	"2106-3"	10396
	"< 1 year"	"0"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Pennsylvania"	"42"	"White"	"2106-3"	10224
