Year,Ethnicity,Education,rural_urban_class,Gender.Code,Region,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method,agr_by,measure3
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,11.1432631715438,11.1432631715438,11.1432631715438,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,8.67307641667042,8.67307641667042,8.67307641667042,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,3.08846967938417,3.08846967938417,3.08846967938417,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,13.242413503565,13.242413503565,13.242413503565,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,9.57813873121802,9.57813873121802,9.57813873121802,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,4.47409589529209,4.47409589529209,4.47409589529209,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,12.5703191824111,12.5703191824111,12.5703191824111,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,9.75008263563161,9.75008263563161,9.75008263563161,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,4.03045377173958,4.03045377173958,4.03045377173958,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,absolute number,attributable,25,150,A,11.1833959795869,11.1833959795869,11.1833959795869,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,absolute number,attributable,25,150,A,8.17721257703386,8.17721257703386,8.17721257703386,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,absolute number,attributable,25,150,A,3.11496090780838,3.11496090780838,3.11496090780838,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",attributable,25,150,A,13.0229932142896,13.0229932142896,13.0229932142896,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",attributable,25,150,A,8.2921263420736,8.2921263420736,8.2921263420736,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",attributable,25,150,A,4.32925895794444,4.32925895794444,4.32925895794444,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,"crude rate per 100,000",attributable,25,150,A,12.6609245925574,12.6609245925574,12.6609245925574,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,"crude rate per 100,000",attributable,25,150,A,9.06606650909055,9.06606650909055,9.06606650909055,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,large metro,All genders,United States,YLL,"crude rate per 100,000",attributable,25,150,A,4.09026141375871,4.09026141375871,4.09026141375871,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,9.90647248266035,9.90647248266035,9.90647248266035,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,7.80827425116114,7.80827425116114,7.80827425116114,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,2.29320761726012,2.29320761726012,2.29320761726012,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,11.0639019817372,11.0639019817372,11.0639019817372,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,8.2553725785199,8.2553725785199,8.2553725785199,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,3.03029014370769,3.03029014370769,3.03029014370769,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,10.7312183569545,10.7312183569545,10.7312183569545,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,8.58484596183199,8.58484596183199,8.58484596183199,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,2.81842817988348,2.81842817988348,2.81842817988348,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,absolute number,attributable,25,150,A,9.92569879704905,9.92569879704905,9.92569879704905,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,absolute number,attributable,25,150,A,7.36619765118575,7.36619765118575,7.36619765118575,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,absolute number,attributable,25,150,A,2.30545145621112,2.30545145621112,2.30545145621112,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",attributable,25,150,A,10.9166543112776,10.9166543112776,10.9166543112776,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",attributable,25,150,A,7.23183891959113,7.23183891959113,7.23183891959113,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",attributable,25,150,A,2.93651882973775,2.93651882973775,2.93651882973775,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,"crude rate per 100,000",attributable,25,150,A,10.7688160641751,10.7688160641751,10.7688160641751,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,"crude rate per 100,000",attributable,25,150,A,8.04076508711086,8.04076508711086,8.04076508711086,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,small-medium metro,All genders,United States,YLL,"crude rate per 100,000",attributable,25,150,A,2.84237142052905,2.84237142052905,2.84237142052905,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,8.83850455468139,8.83850455468139,8.83850455468139,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,6.88951588602266,6.88951588602266,6.88951588602266,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,absolute number,attributable,25,150,A,1.62161272512535,1.62161272512535,1.62161272512535,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,10.5996755499123,10.5996755499123,10.5996755499123,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,8.1879381857928,8.1879381857928,8.1879381857928,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,2.72216904459874,2.72216904459874,2.72216904459874,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,10.1193953263558,10.1193953263558,10.1193953263558,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,8.25542731061701,8.25542731061701,8.25542731061701,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,2.42204177894178,2.42204177894178,2.42204177894178,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,YLL,absolute number,attributable,25,150,A,8.87455896695707,8.87455896695707,8.87455896695707,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,YLL,absolute number,attributable,25,150,A,6.51223513071377,6.51223513071377,6.51223513071377,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,YLL,absolute number,attributable,25,150,A,1.64414313891384,1.64414313891384,1.64414313891384,National Vital Statistics System,di_gee,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",attributable,25,150,A,10.4162766862471,10.4162766862471,10.4162766862471,National Vital Statistics System,EPA,nation,proportion of disparity to lower educational attainment
2009,"All, All Origins",666,non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",attributable,25,150,A,7.22470539756995,7.22470539756995,7.22470539756995,National Vital Statistics System,burnett,nation,proportion of disparity to lower educational attainment
