Year,Region,Ethnicity,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age,agr_by,measure3
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,A,4.73865176640227,18.8490043514012,36.0116175938073,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,B,2.90486024268745,12.1784338990693,24.3834538386056,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,absolute number,C,1.95467370585671,8.39999994190709,17.1988869715112,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,4.73056512182226,18.816837987129,35.9501627398555,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",B,2.89990301571758,12.1576510537922,24.3418427782141,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",C,1.95133799935023,8.38566510209384,17.1695365796768,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,4.73865176640227,18.8490043514012,36.0116175938072,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",B,2.90486024268745,12.1784338990693,24.3834538386056,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large central metro,National Vital Statistics System,Deaths,"crude rate per 100,000",C,1.95467370585671,8.3999999419071,17.1988869715112,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,A,4.26112612559015,17.1947070031495,33.2703662180687,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,B,2.90689662508522,12.191412603426,24.4176201172519,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,absolute number,C,1.96689497972827,8.4528317687772,17.3076456551954,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,4.26997064901728,17.2303968617526,33.3394232055344,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",B,2.91293026843279,12.2167174714826,24.4683020747431,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",C,1.97097752697381,8.47037672435962,17.3435699327113,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,4.26112612559015,17.1947070031496,33.2703662180687,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",B,2.90689662508522,12.191412603426,24.4176201172519,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,large fringe metro,National Vital Statistics System,Deaths,"crude rate per 100,000",C,1.96689497972828,8.45283176877721,17.3076456551954,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,A,3.96304035763414,16.1026035880739,31.3557699304236,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,B,2.87335813523396,12.0643121354701,24.1883551073235,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,absolute number,C,1.97415340018687,8.4870085555512,17.3832922416032,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,3.96090587756808,16.0939307805149,31.3388818193188,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",B,2.871810554309,12.0578143379612,24.1753273414801,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",C,1.97309012787577,8.48243748159096,17.3739296594885,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,3.96304035763414,16.1026035880739,31.3557699304236,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",B,2.87335813523395,12.0643121354701,24.1883551073235,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",C,1.97415340018687,8.48700855555121,17.3832922416032,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,A,3.76603401107751,15.3709026626061,30.0518056001619,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,B,2.82303406986429,11.8627774078175,23.8022691365632,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,small metro,National Vital Statistics System,Deaths,absolute number,C,1.96837323849251,8.46218268942188,17.3324339112391,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,3.77867350942639,15.4224902208314,30.1526649514441,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",B,2.832508688086,11.9025910566105,23.882153901429,EPA,attributable,25,150,nation,prop. of total burden
1990,United States,"All, All Origins",All genders,666,small metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",C,1.97497945878281,8.49058332091284,17.3906047267864,EPA,attributable,25,150,nation,prop. of total burden
